Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
Alabama A &amp; M University (AAMU),Alabama A &,0,11,ORG,
Alabama A &amp; M University (AAMU),M University,16,28,ORG,
University of New Mexico,University of New Mexico,0,24,ORG,
Houston Baptist University,Houston Baptist University,0,26,ORG,
Florida Agricultural &amp; Mechanical University,Florida Agricultural &,0,22,ORG,
Florida Agricultural &amp; Mechanical University,Mechanical University,27,48,ORG,
Houston Community College,Houston Community College,0,25,ORG,
Bauer College of Business,Bauer College of Business,0,25,ORG,
Fitchburg State University,Fitchburg State University,0,26,ORG,
Florida Polytechnic University,Florida Polytechnic University,0,30,ORG,
Whitman College,Whitman College,0,15,ORG,
Macomb Community College,Macomb Community College,0,24,ORG,
Wheaton College (Massachusetts),Wheaton College,0,15,ORG,
Wheaton College (Massachusetts),Massachusetts,17,30,GPE,
UC Berkeley College of Engineering,UC Berkeley College of Engineering,0,34,ORG,
Johnson &amp; Wales University,Johnson &,0,9,ORG,
Johnson &amp; Wales University,Wales University,14,30,ORG,
Benedict College,Benedict College,0,16,ORG,
University of Sussex,University of Sussex,0,20,ORG,
Dundalk Institute of Technology,Dundalk Institute of Technology,0,31,ORG,
Pensole Lewis College,Pensole Lewis College,0,21,ORG,
University of Birmingham,University of Birmingham,0,24,ORG,
Delaware State University,Delaware State University,0,25,ORG,
Rhode Island Department of Education,Rhode Island Department of Education,0,36,ORG,
Pittsburg Unified School District (PUSD),Pittsburg,0,9,GPE,
University of South Carolina,University of South Carolina,0,28,ORG,
Morehouse School of Medicine,Morehouse School of Medicine,0,28,ORG,
Craig Newmark Graduate School of Journalism,Craig Newmark,0,13,PERSON,
Craig Newmark Graduate School of Journalism,Graduate School of Journalism,14,43,ORG,
Calderdale College,Calderdale College,0,18,ORG,
Dillard University,Dillard University,0,18,ORG,
National University of Singapore,National University of Singapore,0,32,ORG,
Union College,Union College,0,13,ORG,
East Carolina University,East Carolina University,0,24,ORG,
Hartford Seminary,Hartford Seminary,0,17,PERSON,
Ventura College,Ventura College,0,15,ORG,
Kalamazoo College,Kalamazoo College,0,17,ORG,
Chaffey College,Chaffey College,0,15,ORG,
"University of Arkansas, Fort Smith",University of Arkansas,0,22,ORG,
"University of Arkansas, Fort Smith",Fort Smith,24,34,GPE,
Finger Lakes Community College,Finger Lakes Community College,0,30,ORG,
Lone Star College,Lone Star College,0,17,ORG,
Philander Smith College,Smith College,10,23,ORG,
Central Community College,Central Community College,0,25,ORG,
Loyola Marymount University,Loyola Marymount University,0,27,ORG,
Birmingham Southern College,Birmingham Southern College,0,27,ORG,
Pulaski Technical College,Pulaski Technical College,0,25,ORG,
Southwestern Oklahoma State University,Southwestern Oklahoma State University,0,38,ORG,
Lincoln Memorial University,Lincoln Memorial University,0,27,ORG,
Purdue University Northwest,Purdue University Northwest,0,27,ORG,
University of Miami,University of Miami,0,19,ORG,
Kongu Engineering College,Kongu Engineering College,0,25,ORG,
Springdales School,Springdales School,0,18,ORG,
"Westmoreland County Community College, Youngwood",Westmoreland County Community College,0,37,ORG,
"Westmoreland County Community College, Youngwood",Youngwood,39,48,GPE,
Holy Family University,Holy Family University,0,22,ORG,
Florida International University,Florida International University,0,32,ORG,
University of Minnesota College of Science and Engineering,University of Minnesota College of Science and Engineering,0,58,ORG,
Syracuse City School District,Syracuse City School District,0,29,ORG,
Mt. Hood Community College,Mt. Hood Community College,0,26,ORG,
Savannah Technical College,Savannah Technical College,0,26,ORG,
Baker University,Baker University,0,16,ORG,
University of Oklahoma - Health Sciences Center,University of Oklahoma - Health Sciences Center,0,47,ORG,
Shenzhen Scholar Education,Shenzhen Scholar Education,0,26,ORG,
William Carey University,William Carey University,0,24,PERSON,
University of Southern Indiana,University of Southern Indiana,0,30,ORG,
University of Otago,University of Otago,0,19,ORG,
Northeast Ohio Medical University,Northeast Ohio Medical University,0,33,ORG,
Saint Mary's University Halifax,Saint Mary's,0,12,PERSON,
Saint Mary's University Halifax,University Halifax,13,31,ORG,
University Of California San Diego School Of Medicine,University Of California San Diego School Of Medicine,0,53,ORG,
Loyola University New Orleans,Loyola University,0,17,ORG,
Loyola University New Orleans,New Orleans,18,29,GPE,
"University of Houston, Downtown",University of Houston,0,21,ORG,
Academy of Contemporary Music,Academy of Contemporary Music,0,29,ORG,
University of New South Wales,University of New South Wales,0,29,ORG,
Walsh University,Walsh University,0,16,ORG,
University of New Orleans,University of New Orleans,0,25,ORG,
Mount St Mary's University,St Mary's,6,15,ORG,
Harvard Business School,Harvard Business School,0,23,ORG,
Salisbury University,Salisbury University,0,20,ORG,
Guilford County Schools,Guilford County Schools,0,23,PERSON,
Utah State University,Utah State University,0,21,ORG,
Salt Lake Community College,Salt Lake Community College,0,27,ORG,
Priyadarshini Institute of Engineering and Technology,Priyadarshini Institute of Engineering and Technology,0,53,ORG,
Charles Sturt University,Charles Sturt University,0,24,ORG,
Trigg County Public Schools,Trigg County Public Schools,0,27,PERSON,
Cleveland Institute of Music,Cleveland Institute of Music,0,28,ORG,
Thomas Edison State University,Thomas Edison State University,0,30,PERSON,
Millikin University,Millikin University,0,19,ORG,
"York University, Canada",York University,0,15,ORG,
"York University, Canada",Canada,17,23,GPE,
Bowie State University,Bowie State University,0,22,ORG,
St. Mary's University,St. Mary's University,0,21,ORG,
Indian Institute of Information Technology and Management Gwalior,Indian Institute of Information Technology and Management Gwalior,0,65,ORG,
Berry College,Berry College,0,13,ORG,
Indiana University - Northwest,Indiana University - Northwest,0,30,ORG,
Arcadia University,Arcadia University,0,18,ORG,
University of Aberdeen,University of Aberdeen,0,22,ORG,
Hamline University,Hamline University,0,18,ORG,
Meridian Institute,Meridian Institute,0,18,ORG,
Elmhurst College,Elmhurst College,0,16,ORG,
University of Nebraska Medical Center,University of Nebraska Medical Center,0,37,ORG,
Kean University,Kean University,0,15,ORG,
Xavier University of Louisiana,Xavier University of Louisiana,0,30,ORG,
Centner Academy,Centner Academy,0,15,ORG,
North Central Texas College,North Central Texas College,0,27,ORG,
University of Dallas,University of Dallas,0,20,ORG,
Wellesley College,Wellesley College,0,17,ORG,
Lawrence Technological University,Lawrence Technological University,0,33,ORG,
Florida A&amp;M University – Florida State University College of Engineering,Florida A&amp;M University,0,26,ORG,
Florida A&amp;M University – Florida State University College of Engineering,Florida State University College of Engineering,29,76,ORG,
Gonzaga University,Gonzaga University,0,18,ORG,
Virginia Union University,Virginia Union University,0,25,ORG,
Green Fox Academy,Green Fox Academy,0,17,PERSON,
Ursuline College,Ursuline College,0,16,ORG,
Huntington University,Huntington University,0,21,ORG,
Cape Cod Community College,Cape Cod Community College,0,26,ORG,
University of Hawaii Cancer Center,University of Hawaii Cancer Center,0,34,ORG,
Campbellsville University,Campbellsville University,0,25,ORG,
Case Western Reserve University School of Medicine,Case Western Reserve University School of Medicine,0,50,ORG,
Augusta University,Augusta University,0,18,ORG,
National College of Art and Design,National College of Art and Design,0,34,ORG,
Boston University School of Medicine,Boston University School of Medicine,0,36,ORG,
The Institute for Research in Immunology and Cancer,The Institute for Research in Immunology and Cancer,0,51,ORG,
Ball State University,Ball State University,0,21,ORG,
Herne Hill School,Herne Hill School,0,17,ORG,
Integrated Translational Health Research Institute of Virginia (iTHRIV),Integrated Translational Health Research Institute,0,50,ORG,
Towson University,Towson University,0,17,ORG,
Delta College - University,Delta College - University,0,26,ORG,
Glasgow Caledonian University,Glasgow Caledonian University,0,29,ORG,
I3 Academy,I3 Academy,0,10,ORG,
Wright State University,Wright State University,0,23,ORG,
The University of Akron,The University of Akron,0,23,ORG,
Grand Valley State University,Grand Valley State University,0,29,ORG,
Rider University,Rider University,0,16,ORG,
Le Sallay International Academy,Le Sallay International Academy,0,31,ORG,
Tai Solarin University,Tai Solarin University,0,22,ORG,
Fisk University,Fisk University,0,15,ORG,
Damien Memorial School,Damien Memorial School,0,22,ORG,
Johns Hopkins Berman Institute of Bioethics,Johns Hopkins Berman Institute of Bioethics,0,43,ORG,
County College of Morris,County College of Morris,0,24,ORG,
The University of Texas at El Paso,The University of Texas,0,23,ORG,
The University of Texas at El Paso,El Paso,27,34,GPE,
"Arkansas State University, Jonesboro",Arkansas State University,0,25,ORG,
"Arkansas State University, Jonesboro",Jonesboro,27,36,GPE,
NorthWest Arkansas Community College,NorthWest Arkansas Community College,0,36,ORG,
Columbia Theological Seminary,Columbia,0,8,ORG,
Columbia Theological Seminary,Seminary,21,29,PERSON,
Moora Residential College,Moora Residential College,0,25,ORG,
Maryland Institute College of Art,Maryland Institute College of Art,0,33,ORG,
"Edmonds Community College, Lynnwood",Edmonds Community College,0,25,ORG,
ICS Learn,ICS Learn,0,9,ORG,
Walter Cronkite School of Journalism and Mass Communication,Walter Cronkite School of Journalism and Mass Communication,0,59,ORG,
Tennessee Tech University,Tennessee Tech University,0,25,ORG,
Fort Smith Public School,Fort Smith Public School,0,24,ORG,
Ac v,Ac,0,2,ORG,
International Institute for Nanotechnology,International Institute for Nanotechnology,0,42,ORG,
"University of California, Riverside","University of California, Riverside",0,35,ORG,
Austin Community College,Austin Community College,0,24,ORG,
Bristol Community College,Bristol Community College,0,25,ORG,
Keck Graduate Institute,Graduate Institute,5,23,ORG,
Assumption University,Assumption University,0,21,ORG,
UNC School of Medicine,UNC School of Medicine,0,22,ORG,
UNC Gillings School of Global Public Health,UNC Gillings School of Global Public Health,0,43,ORG,
Northern Michigan University,Northern Michigan University,0,28,ORG,
University of South Dakota,University of South Dakota,0,26,ORG,
Saint Bonaventure University,Saint Bonaventure University,0,28,ORG,
Lanka BPO Academy,Lanka BPO Academy,0,17,ORG,
Molloy College,Molloy College,0,14,ORG,
Tampa Catholic High School,Tampa Catholic High School,0,26,ORG,
Gannon University,Gannon University,0,17,ORG,
Bethel University,Bethel University,0,17,ORG,
Shenzhen International Foundation College,Shenzhen International Foundation College,0,41,ORG,
Villa Duchesne and Oak Hill School,Villa Duchesne,0,14,ORG,
Villa Duchesne and Oak Hill School,Oak Hill School,19,34,ORG,
"Mohawk Valley Community College, Utica Branch",Mohawk Valley Community College,0,31,ORG,
"Mohawk Valley Community College, Utica Branch",Utica Branch,33,45,ORG,
Manhattan College,Manhattan College,0,17,ORG,
Marshall B. Ketchum University,Marshall B. Ketchum University,0,30,PERSON,
University of La Verne,University of La Verne,0,22,ORG,
Nichols College,Nichols College,0,15,ORG,
Tougaloo College,Tougaloo College,0,16,ORG,
University of Evansville,University of Evansville,0,24,ORG,
Madison Area Technical College,Madison Area Technical College,0,30,ORG,
South Texas College,South Texas College,0,19,ORG,
Patrick Henry Community College,Patrick Henry Community College,0,31,ORG,
Idaho State University,Idaho State University,0,22,ORG,
Governors State University,Governors State University,0,26,ORG,
University of Latvia,University of Latvia,0,20,ORG,
Mount Wachusett Community College,Wachusett Community College,6,33,ORG,
Cincinnati State Technical and Community College,Cincinnati State Technical and Community College,0,48,ORG,
Santa Rosa Junior College,Santa Rosa Junior College,0,25,ORG,
Notre Dame College,Notre Dame College,0,18,ORG,
Bluegrass Community and Technical College,Bluegrass Community and Technical College,0,41,ORG,
Carnegie Mellon School of Computer Science,Carnegie Mellon School of Computer Science,0,42,ORG,
Bellevue University,Bellevue University,0,19,ORG,
Vincennes University Early College,Vincennes University Early College,0,34,ORG,
Carleton College,Carleton College,0,16,ORG,
Tuskegee University,Tuskegee University,0,19,ORG,
EuroKids International,EuroKids International,0,22,ORG,
Ranken Technical College,Ranken Technical College,0,24,ORG,
Southeastern Regional Vocational Technical High School,Southeastern Regional Vocational Technical High School,0,54,ORG,
Boston Architectural College,Boston Architectural College,0,28,ORG,
Western New England University,Western New England University,0,30,ORG,
Alvin Community College,Alvin Community College,0,23,ORG,
Texas State University,Texas State University,0,22,ORG,
"Black River Technical College, Pocahontas",Black River Technical College,0,29,ORG,
"Black River Technical College, Pocahontas",Pocahontas,31,41,ORG,
Dedan Kimathi University of Technology,Dedan Kimathi University of Technology,0,38,ORG,
Hope College - Holland,College - Holland,5,22,PERSON,
Community College of Baltimore County,Community College,0,17,ORG,
Community College of Baltimore County,Baltimore County,21,37,GPE,
UCLA School of Law,UCLA School of Law,0,18,ORG,
The Indiana CTSI,The Indiana CTSI,0,16,ORG,
Whitney's Academy,Whitney's Academy,0,17,ORG,
"Pennsylvania College of Technology, Williamsport",Pennsylvania College of Technology,0,34,ORG,
"Pennsylvania College of Technology, Williamsport",Williamsport,36,48,ORG,
Yangon Technological University (Y.T.U.),Yangon Technological University,0,31,ORG,
Western Kentucky University,Western Kentucky University,0,27,ORG,
"Alamance Community College, Graham",Alamance Community College,0,26,ORG,
"Alamance Community College, Graham",Graham,28,34,PERSON,
"Holyoke Community College, Holyoke",Holyoke Community College,0,25,ORG,
St. Joseph’s Academy,St. Joseph’s Academy,0,20,PERSON,
Charles R Drew University of Medicine and Science,Charles R Drew University of Medicine and Science,0,49,ORG,
Saint Cloud Technical &amp; Community College,Saint Cloud Technical &,0,23,ORG,
Saint Cloud Technical &amp; Community College,Community College,28,45,ORG,
"Cossatot Community College of the University of Arkansas, De Queen",Cossatot Community College,0,26,ORG,
"Cossatot Community College of the University of Arkansas, De Queen",the University of Arkansas,30,56,ORG,
"Cossatot Community College of the University of Arkansas, De Queen",De Queen,58,66,PERSON,
University of Botswana,University of Botswana,0,22,ORG,
North Dakota State University,North Dakota State University,0,29,ORG,
"University of Houston, Clear Lake","University of Houston, Clear Lake",0,33,ORG,
Ashland University,Ashland University,0,18,ORG,
Plymouth State University,Plymouth State University,0,25,ORG,
NSW Department of Education and Communities,NSW Department of Education,0,27,ORG,
NSW Department of Education and Communities,Communities,32,43,ORG,
Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,0,43,ORG,
Villanova University School of Law,Villanova University School of Law,0,34,ORG,
Northcentral Technical College,Northcentral Technical College,0,30,ORG,
Fox Valley Technical College,Fox Valley Technical College,0,28,ORG,
University of Rio Grande,University of Rio Grande,0,24,ORG,
Cornell Tech,Cornell Tech,0,12,ORG,
Texas Southern University,Texas Southern University,0,25,ORG,
Roses in Concrete Community School,Concrete Community School,9,34,ORG,
Lake–Sumter State College,Sumter State College,5,25,ORG,
Felician College,Felician College,0,16,ORG,
Leeds Beckett University,Leeds Beckett University,0,24,ORG,
Rivier University,Rivier University,0,17,ORG,
Clarke International University (CIU),Clarke International University,0,31,ORG,
Clarke International University (CIU),CIU,33,36,ORG,
Wofford College,Wofford College,0,15,ORG,
SUNY Polytechnic Institute,SUNY Polytechnic Institute,0,26,ORG,
"Collin County Community College, Courtyard Center",Collin County Community College,0,31,ORG,
University of Wisconsin–Superior,University of Wisconsin–Superior,0,32,ORG,
Long Beach City College,Long Beach City College,0,23,GPE,
LSU School of Veterinary Medicine,LSU School of Veterinary Medicine,0,33,ORG,
"University of Missouri, Kansas City",University of Missouri,0,22,ORG,
"University of Missouri, Kansas City",Kansas City,24,35,GPE,
University of Calabar,University of Calabar,0,21,ORG,
University of Puerto Rico-Río Piedras,University of Puerto Rico-Río Piedras,0,37,ORG,
Pitzer College,Pitzer College,0,14,ORG,
"Monroe Community College, Brighton",Monroe Community College,0,24,ORG,
"Monroe Community College, Brighton",Brighton,26,34,GPE,
Penn Foster,Penn Foster,0,11,PERSON,
Imagine Montessori School,Imagine Montessori School,0,25,ORG,
University at Albany,University at Albany,0,20,ORG,
Washington and Lee University,Washington,0,10,GPE,
Washington and Lee University,Lee University,15,29,ORG,
Seminole State College of Florida,Seminole State College,0,22,ORG,
Seminole State College of Florida,Florida,26,33,GPE,
Western Piedmont Community College,Western Piedmont Community College,0,34,ORG,
University of Washington Bothell,University of Washington Bothell,0,32,ORG,
Rutgers School of Health Professions,Rutgers School of Health Professions,0,36,ORG,
Bard High School Early College,Bard High School Early College,0,30,ORG,
University of Victoria,University of Victoria,0,22,ORG,
Michigan Engineering,Michigan Engineering,0,20,ORG,
Drexel Schools,Drexel,0,6,ORG,
Delgado Community College,Delgado Community College,0,25,ORG,
New York Medical College,New York Medical College,0,24,ORG,
Quincy College,Quincy College,0,14,PERSON,
ThePower Business School,ThePower Business School,0,24,ORG,
Georgetown College,Georgetown College,0,18,ORG,
Mount Mary College,Mary College,6,18,PERSON,
Arkansas State University,Arkansas State University,0,25,ORG,
BridgeValley Community and Technical College (BVCTC),BridgeValley Community and Technical College,0,44,ORG,
Computer Science University of Maryland,Computer Science University of Maryland,0,39,ORG,
The University of Illinois Chicago’s College of Liberal Arts and Sciences,The University of Illinois Chicago’s,0,36,ORG,
The University of Illinois Chicago’s College of Liberal Arts and Sciences,College of Liberal Arts,37,60,ORG,
Maine Maritime Academy,Maine Maritime Academy,0,22,ORG,
Indiana University Foundation,Indiana University Foundation,0,29,ORG,
Bryn Mawr College,Bryn Mawr College,0,17,ORG,
The University of Texas Rio Grande Valley,The University of Texas Rio Grande Valley,0,41,ORG,
"Dún Laoghaire Institute of Art, Design and Technology","Dún Laoghaire Institute of Art, Design and Technology",0,53,ORG,
Cornell University,Cornell University,0,18,ORG,
Boston Institute of Finance,Boston Institute of Finance,0,27,ORG,
Atlantic Veterinary College,Atlantic Veterinary College,0,27,ORG,
Massachusetts Maritime Academy,Massachusetts Maritime Academy,0,30,ORG,
Clackamas Community College,Clackamas Community College,0,27,ORG,
Norwich University Applied Research Institutes,Norwich University Applied Research Institutes,0,46,ORG,
University of Arkansas - Pulaski Technical College,University of Arkansas - Pulaski Technical College,0,50,ORG,
Santa Fe ISD,Santa Fe ISD,0,12,ORG,
"Arkansas State University, Mountain Home",Arkansas State University,0,25,ORG,
Cornell University College of Veterinary Medicine,Cornell University College of Veterinary Medicine,0,49,ORG,
Alcorn State University,Alcorn State University,0,23,ORG,
Lamar Institute of Technology,Lamar Institute of Technology,0,29,ORG,
Samford University's Ida Moffett School of Nursing,Samford University's,0,20,ORG,
Samford University's Ida Moffett School of Nursing,Ida Moffett School of Nursing,21,50,ORG,
Madison Park Technical Vocational High School,Madison Park Technical Vocational High School,0,45,ORG,
Saint Joseph Seminary College,Saint Joseph Seminary College,0,29,PERSON,
Federal University of Technology Owerri,Federal University of Technology Owerri,0,39,ORG,
Wilberforce University,Wilberforce University,0,22,ORG,
NUI Galway,NUI,0,3,ORG,
Craven Community College,Craven Community College,0,24,ORG,
Presbyterian College,Presbyterian College,0,20,ORG,
WCC Aeronautical and Technological College,WCC Aeronautical,0,16,ORG,
WCC Aeronautical and Technological College,Technological College,21,42,ORG,
University of San Francisco,University of San Francisco,0,27,ORG,
IRYS School of Technology &amp; Trades,IRYS School of Technology &,0,27,ORG,
IRYS School of Technology &amp; Trades,Trades,32,38,ORG,
Stephen F Austin State University,Stephen F Austin State University,0,33,PERSON,
OAK'S LAB ACADEMY,OAK'S LAB ACADEMY,0,17,ORG,
Tallahassee Community College,Tallahassee Community College,0,29,ORG,
Gloucester High School,Gloucester High School,0,22,ORG,
Texas Woman's University,Texas Woman's,0,13,ORG,
UNC Hussman School of Journalism and Media,UNC Hussman School of Journalism,0,32,ORG,
Center for Research and Education in Advanced Transportation Engineering Systems,Center for Research and Education,0,33,ORG,
Center for Research and Education in Advanced Transportation Engineering Systems,Advanced Transportation Engineering Systems,37,80,ORG,
Becker College,Becker College,0,14,ORG,
"University of Saint Francis, Ft Wayne",University of Saint Francis,0,27,ORG,
"University of Saint Francis, Ft Wayne",Ft Wayne,29,37,PERSON,
Amity University,Amity University,0,16,ORG,
American Association of Colleges &amp; Universities,American Association of Colleges &,0,34,ORG,
Mid-America Christian University,Mid-America Christian University,0,32,ORG,
Washtenaw Intermediate School District,Washtenaw Intermediate School District,0,38,ORG,
"Independent University, Bangladesh",Independent University,0,22,ORG,
"Independent University, Bangladesh",Bangladesh,24,34,GPE,
Norfolk County Agricultural High School,Norfolk County Agricultural High School,0,39,ORG,
School of Advertising Art Inc,School of Advertising Art Inc,0,29,ORG,
University of Oxford,University of Oxford,0,20,ORG,
Cerritos College,Cerritos College,0,16,ORG,
Cuyamaca College,Cuyamaca College,0,16,ORG,
"Grossmont College, El Cajon",Grossmont College,0,17,ORG,
"Grossmont College, El Cajon",El Cajon,19,27,GPE,
Dixie State University,Dixie State University,0,22,ORG,
Coastline Community College,Coastline Community College,0,27,ORG,
Sydney School of Entrepreneurship,Sydney School of Entrepreneurship,0,33,ORG,
Essex North Shore Agricultural and Technical High School,Essex North Shore Agricultural and Technical High School,0,56,ORG,
South Arkansas Community College,South Arkansas Community College,0,32,ORG,
Relationship Coffee Institute,Relationship Coffee Institute,0,29,ORG,
Universidad Americana UAM,Universidad Americana UAM,0,25,ORG,
Barnett Bicycle Institute,Barnett Bicycle Institute,0,25,ORG,
State Center Community College,State Center Community College,0,30,ORG,
Piedmont Technical College,Piedmont Technical College,0,26,ORG,
Alfred University,Alfred University,0,17,ORG,
Kalamazoo RESA,Kalamazoo RESA,0,14,ORG,
University of Gujrat,University of Gujrat,0,20,ORG,
Edison State Community College,Edison State Community College,0,30,ORG,
University of Southern Maine,University of Southern Maine,0,28,ORG,
Global University Systems,Global University Systems,0,25,ORG,
San Jacinto College,San Jacinto College,0,19,ORG,
Bloomfield College,Bloomfield College,0,18,ORG,
Joe Foss Institute,Joe Foss Institute,0,18,PERSON,
University of Zurich,University of Zurich,0,20,ORG,
Whatcom Community College,Whatcom Community College,0,25,ORG,
Berlitz Corporation,Berlitz Corporation,0,19,ORG,
Future School of Fort Smith,Future School of Fort Smith,0,27,ORG,
UCLA Engineering,UCLA Engineering,0,16,ORG,
Jenner Institute,Jenner Institute,0,16,ORG,
Nanyang Technological University,Nanyang Technological University,0,32,ORG,
Rose State College,Rose State College,0,18,ORG,
Fraunhofer Institute for Solar Energy Systems,Fraunhofer Institute for Solar Energy Systems,0,45,ORG,
Florey Institute of Neuroscience &amp; Mental Health,Florey Institute of Neuroscience &,0,34,ORG,
Dean College,Dean College,0,12,ORG,
Lekki Peninsula Affordable Schools,Lekki,0,5,GPE,
Lekki Peninsula Affordable Schools,Peninsula Affordable Schools,6,34,PERSON,
Puzzle Box Academy,Puzzle Box Academy,0,18,ORG,
Jesuit High School of Tampa,Jesuit High School of Tampa,0,27,ORG,
Ngee Ann Polytechnic,Ngee Ann Polytechnic,0,20,PERSON,
Project Management Institute,Project Management Institute,0,28,ORG,
Brooke Charter Schools,Brooke Charter Schools,0,22,PERSON,
National Security Research Institute (NSRI),National Security Research Institute,0,36,ORG,
Ouachita Baptist University,Ouachita Baptist University,0,27,ORG,
Natural Resources Institute,Natural Resources Institute,0,27,ORG,
"Southeast Kentucky Community and Technical College, Cumberland",Southeast Kentucky Community and Technical College,0,50,ORG,
"Southeast Kentucky Community and Technical College, Cumberland",Cumberland,52,62,GPE,
Metropolitan Community College,Metropolitan Community College,0,30,ORG,
Learning Care Group,Learning Care Group,0,19,ORG,
Northeast Mississippi Community College,Northeast Mississippi Community College,0,39,ORG,
Royal College of Art,Royal College of Art,0,20,ORG,
Visvesvaraya Technological University,Visvesvaraya Technological University,0,37,ORG,
Connecticut Center for Arts and Technology (ConnCAT),Connecticut Center for Arts and Technology,0,42,ORG,
ETH Zurich,ETH Zurich,0,10,PERSON,
Franklin Scholars,Franklin Scholars,0,17,PERSON,
North Park University,North Park University,0,21,ORG,
Hill University Review,Hill University Review,0,22,ORG,
"Northampton Community College, Bethlehem",Northampton Community College,0,29,ORG,
"Northampton Community College, Bethlehem",Bethlehem,31,40,ORG,
"Brazosport College, Lake Jackson",Brazosport College,0,18,ORG,
"Brazosport College, Lake Jackson",Lake Jackson,20,32,PERSON,
Animal Behavior College,Animal Behavior College,0,23,ORG,
QC Maker Education,QC Maker Education,0,18,ORG,
Saint Peter's University,Saint Peter's,0,13,PERSON,
Thomas College,Thomas College,0,14,PERSON,
West Virginia University School of Medicine,West Virginia University School of Medicine,0,43,ORG,
Institute for Emerging Issues,Institute for Emerging Issues,0,29,ORG,
University of Maryland School of Nursing,University of Maryland School of Nursing,0,40,ORG,
Southern University at New Orleans,Southern University,0,19,ORG,
Southern University at New Orleans,New Orleans,23,34,GPE,
Georgia Southern University,Georgia Southern University,0,27,ORG,
North Arkansas College,North Arkansas College,0,22,ORG,
Forsyth Technical Community College,Forsyth Technical Community College,0,35,ORG,
British College of Professional Management,British College of Professional Management,0,42,ORG,
CQUniversity,CQUniversity,0,12,ORG,
Purdue University Fort Wayne,Purdue University Fort Wayne,0,28,ORG,
Baystate Academy Charter Public School,Baystate Academy Charter Public School,0,38,ORG,
John D. O'Bryant School of Mathematics and Science,John D. O'Bryant School of Mathematics and Science,0,50,PERSON,
Bay Path College,Bay Path College,0,16,ORG,
Winthrop Rockefeller Institute,Winthrop Rockefeller Institute,0,30,ORG,
Zhejiang University,Zhejiang University,0,19,ORG,
Westfield State University,Westfield State University,0,26,ORG,
Jamia Millia Islamia,Jamia Millia Islamia,0,20,ORG,
Tunxis Community College,Tunxis Community College,0,24,ORG,
Michigan College Access Network (MCAN),Michigan College Access Network,0,31,ORG,
The Juilliard School,The Juilliard School,0,20,ORG,
Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,0,36,ORG,
University of Pittsburgh - School of Engineering,University of Pittsburgh - School of Engineering,0,48,ORG,
Diman Regional Technical Institute,Diman Regional Technical Institute,0,34,ORG,
Dhaka College,Dhaka College,0,13,ORG,
College for Technical Education,College for Technical Education,0,31,ORG,
"Hariri Institute, Boston University",Hariri Institute,0,16,ORG,
"Hariri Institute, Boston University",Boston University,18,35,ORG,
Manav Rachna International Institute Of Research And Studies,Manav Rachna International Institute Of Research And Studies,0,60,ORG,
Somerset Community College,Somerset Community College,0,26,ORG,
Stanford Graduate School of Business,Stanford Graduate School of Business,0,36,ORG,
The University of Texas of the Permian Basin,The University of Texas,0,23,ORG,
The University of Texas of the Permian Basin,the Permian Basin,27,44,LOC,
University of Wisconsin-Platteville,University of Wisconsin-Platteville,0,35,ORG,
University of Ghana,University of Ghana,0,19,ORG,
Whittier Regional Vocational Technical High School,Whittier Regional Vocational Technical High School,0,50,ORG,
Shawsheen Valley Regional Vocational Technical School,Shawsheen Valley Regional Vocational Technical School,0,53,ORG,
Lorain County Community College,Lorain County Community College,0,31,ORG,
MIT - Sloan School of Management,MIT - Sloan School of Management,0,32,ORG,
University of Melbourne,University of Melbourne,0,23,ORG,
Institute for Integrative Nutrition,Institute for Integrative Nutrition,0,35,ORG,
"St. Xavier's College, Kolkata",St. Xavier's,0,12,ORG,
Blue Valley School District,Blue Valley School District,0,27,ORG,
North Shore Community College,North Shore Community College,0,29,ORG,
Lake County Schools,Lake County Schools,0,19,FAC,
Cambridge University Press,Cambridge University Press,0,26,ORG,
University of Arizona Cancer Center,University of Arizona Cancer Center,0,35,ORG,
The Aspen Institute,The Aspen Institute,0,19,ORG,
American Institute of Holistic Theology,American Institute of Holistic Theology,0,39,ORG,
"Birla Institute of Technology and Science, Pilani",Birla Institute of Technology and,0,33,ORG,
National Technical Institute for the Deaf,National Technical Institute,0,28,ORG,
FIAP,FIAP,0,4,ORG,
Brunswick Community College,Brunswick Community College,0,27,ORG,
Misericordia University,Misericordia University,0,23,ORG,
Menlo College,Menlo College,0,13,ORG,
Western Governors University,Western Governors University,0,28,ORG,
Mayland Community College,Mayland Community College,0,25,ORG,
Columbia Business School,Columbia Business School,0,24,ORG,
Arkansas State University-Beebe,Arkansas State University-Beebe,0,31,ORG,
Goodrich Academy,Goodrich Academy,0,16,ORG,
Alternative Medical Council Calcutta,Alternative Medical Council Calcutta,0,36,ORG,
Pace University Energy &amp; Climate Center,Pace University Energy &,0,24,ORG,
Pace University Energy &amp; Climate Center,Climate Center,29,43,ORG,
Bristol-Plymouth Regional Technical High School,Bristol-Plymouth Regional Technical High School,0,47,ORG,
Western Michigan University Homer Stryker M.D. School of Medicine,Western Michigan University Homer Stryker M.D. School of Medicine,0,65,ORG,
United States Navy,United States Navy,0,18,ORG,
