Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"The DMZ at Ryerson University is a business incubator for tech startups, fuelling the success of emerging entrepreneurs.",Ryerson University,11,29,ORG,
Kapor Capital is an investment firm that invests in early-stage tech-enabled startups.,Kapor Capital,0,13,ORG,
"Fabrice Grinda is among the world’s leading Internet entrepreneurs and investors.
He has over $300 million in exits and 150 angel investm...",Grinda,8,14,PERSON,
"Fabrice Grinda is among the world’s leading Internet entrepreneurs and investors.
He has over $300 million in exits and 150 angel investm...",over $300 million,89,106,MONEY,
"Fabrice Grinda is among the world’s leading Internet entrepreneurs and investors.
He has over $300 million in exits and 150 angel investm...",150,120,123,CARDINAL,
Storm Ventures is a venture capital firm focused solely on early-stage enterprise investments.,Storm Ventures,0,14,ORG,
IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,IP Group,0,8,ORG,
IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,IP,15,17,ORG,
"The Foundation for Technological Innovation (FIT) has been helping startups since 1994, encourages entrepreneurship &amp; supports innovation.",The Foundation for Technological Innovation,0,43,ORG,
"The Foundation for Technological Innovation (FIT) has been helping startups since 1994, encourages entrepreneurship &amp; supports innovation.",FIT,45,48,ORG,
"The Foundation for Technological Innovation (FIT) has been helping startups since 1994, encourages entrepreneurship &amp; supports innovation.",1994,82,86,DATE,
Eniac Ventures leads seed rounds in bold founders who use code to create transformational companies.,Eniac Ventures,0,14,ORG,
Deerfield is a investment management firm.,Deerfield,0,9,PERSON,
"Advanced Technology Ventures focuses on investing in the ICT, infrastructure, consumer technology, bio-pharmaceuticals and medical industry.",Advanced Technology Ventures,0,28,ORG,
"Advanced Technology Ventures focuses on investing in the ICT, infrastructure, consumer technology, bio-pharmaceuticals and medical industry.",ICT,57,60,ORG,
LaunchCapital is focused on entrepreneurs at the seed stage.,LaunchCapital,0,13,ORG,
CyberAgent Capital is&nbsp;a venture capital firm that provides financial support for start-ups specializing in the internet businesses.,CyberAgent Capital,0,18,ORG,
Bloomberg Beta is an early-stage venture fund backed by Bloomberg investing in startups focusing on machine learning and the future of work.,Bloomberg,56,65,PERSON,
The Ben Franklin Technology Partners of Northeastern Pennsylvania (BFTP/NEP) is part of a state-funded economic development initiative.,The Ben Franklin Technology Partners,0,36,ORG,
The Ben Franklin Technology Partners of Northeastern Pennsylvania (BFTP/NEP) is part of a state-funded economic development initiative.,Northeastern Pennsylvania,40,65,LOC,
Massachusetts Clean Energy Center offers energy development and implementation services for cleantech businesses.,Massachusetts Clean Energy Center,0,33,ORG,
Fonds de solidarité FTQ is a private equity and venture capital firm.,FTQ,20,23,ORG,
Point Nine Capital is a venture capital firm focusing on early-stage investments related to SaaS and digital marketplaces.,Point Nine Capital,0,18,ORG,
Viola Ventures is a venture capital firm that invests in Israeli related early stage companies.,Viola Ventures,0,14,ORG,
Viola Ventures is a venture capital firm that invests in Israeli related early stage companies.,Israeli,57,64,NORP,
"MedTech Innovator is the largest lifescience accelerator in the world for medical device, digital health, and diagnostic companies",MedTech,0,7,ORG,
Dell Technologies Capital is a VC arm of Dell Technologies that invests in enterprise and cloud infrastructure.,Dell Technologies Capital,0,25,ORG,
Dell Technologies Capital is a VC arm of Dell Technologies that invests in enterprise and cloud infrastructure.,VC,31,33,PERSON,
Dell Technologies Capital is a VC arm of Dell Technologies that invests in enterprise and cloud infrastructure.,Dell Technologies,41,58,ORG,
Novartis Venture Fund is a venture capital firm focused on companies that develop novel therapeutics and platforms.,Novartis Venture Fund,0,21,ORG,
DST Global is an investment firm that funds late-stage ventures in the internet industry.,DST Global,0,10,ORG,
HarbourVest is an independent investment firm that provides innovative private equity solutions to institutional clients worldwide.,HarbourVest,0,11,ORG,
Scaling up European Digital Ventures,European Digital Ventures,11,36,ORG,
"Seventure Partners is a French venture capital firm targeting in information and communication technology, and life sciences companies.",French,24,30,NORP,
Ulu Ventures provides early-stage investments to enterprise cloud and smart data companies.,Ulu Ventures,0,12,PERSON,
"Edison Partners is a growth equity firm that focuses on technology-enabled solutions in fintech, healthcare IT, and enterprise software.",Edison Partners,0,15,ORG,
Pegasus Tech Ventures is a Silicon Valley-based global venture capital firm.,Pegasus Tech Ventures,0,21,ORG,
Pegasus Tech Ventures is a Silicon Valley-based global venture capital firm.,Silicon Valley,27,41,LOC,
Please see Microsoft ScaleUp for more information on scale-stage startups.,Microsoft ScaleUp,11,28,ORG,
The Techstars Accelerator program in New York City focuses on a wide range of tech startups.,Techstars Accelerator,4,25,ORG,
The Techstars Accelerator program in New York City focuses on a wide range of tech startups.,New York City,37,50,GPE,
Precursor Ventures invests in people over product at the earliest stage of the entrepreneurial journey.,Precursor Ventures,0,18,ORG,
ACE &amp; Company is a global investment group specialized in venture capital and private equity founded in 2005.,ACE &,0,5,ORG,
ACE &amp; Company is a global investment group specialized in venture capital and private equity founded in 2005.,Company,10,17,ORG,
ACE &amp; Company is a global investment group specialized in venture capital and private equity founded in 2005.,2005,108,112,DATE,
SAP.iO helps innovators start-up and scale with SAP.,SAP,48,51,GPE,
Google’s initiative to help startups thrive across every corner of the world.,Google,0,6,ORG,
TSVC is a venture capital firm that focuses on early stage deep technology startups.,TSVC,0,4,ORG,
Jerusalem Venture Partners (JVP) is a venture capital firm that invests in early through growth-stage companies.,Jerusalem Venture Partners,0,26,ORG,
Jerusalem Venture Partners (JVP) is a venture capital firm that invests in early through growth-stage companies.,JVP,28,31,ORG,
"Leading Cities' AcceliCITY is among the Top 5 Govtech accelerators globally serving sustainability, resiliency &amp; other smart city solutions.",AcceliCITY,16,26,ORG,
"Leading Cities' AcceliCITY is among the Top 5 Govtech accelerators globally serving sustainability, resiliency &amp; other smart city solutions.",5,44,45,CARDINAL,
"Leading Cities' AcceliCITY is among the Top 5 Govtech accelerators globally serving sustainability, resiliency &amp; other smart city solutions.",Govtech,46,53,ORG,
Btov Partners is a venture capital firm focused on early-stage investments in digital and industrial technology companies.,Btov Partners,0,13,ORG,
EvoNexus empowers motivated entrepreneurs to turn their transformative ideas into fundable and commercially viable companies.,EvoNexus,0,8,ORG,
Pritzker Group Venture Capital is a trusted partner helping entrepreneurs build market-leading technology companies,Pritzker Group Venture Capital,0,30,ORG,
Craft Ventures is an early-stage venture fund specializing in the craft of building great companies.,Craft Ventures,0,14,ORG,
Animoca Brands is driving digital property rights via NFTs and gaming to help build the open metaverse.,Animoca Brands,0,14,ORG,
Samsung NEXT invests in transformative early-stage software and services startups.,Samsung NEXT,0,12,ORG,
Hummer Winblad Venture Partners is a venture capital firm that invests in early-stage enterprise software companies.,Hummer Winblad Venture Partners,0,31,ORG,
10X Capital is a venture capital firm that brings institutional equity and debt capital to high growth tech companies.,10X Capital,0,11,ORG,
Naval Ravikant is the CEO and a co-founder of AngelList. He previously co-founded Epinions (which went public as part of Shopping.com) and V...,AngelList,46,55,ORG,
Naval Ravikant is the CEO and a co-founder of AngelList. He previously co-founded Epinions (which went public as part of Shopping.com) and V...,Shopping.com,121,133,ORG,
Omnes Venture Capital provides financial assistance to startups in the ICT and life sciences sectors.,Omnes Venture Capital,0,21,ORG,
Omnes Venture Capital provides financial assistance to startups in the ICT and life sciences sectors.,ICT,71,74,ORG,
Entrée Capital is a venture capital firm that funds multi-stage startups and companies all over the world.,Entrée Capital,0,14,ORG,
Forerunner Ventures is a venture capital firm that focuses on understanding the mindset of the modern consumer.,Forerunner Ventures,0,19,PERSON,
Adams Street Partners operates as a global private market investment management firm.,Adams Street Partners,0,21,ORG,
Expert DOJO is an international startup accelerator based in Santa Monica.,Santa Monica,61,73,GPE,
Wellington Partners is a venture capital firm that invests in technology and life sciences companies.,Wellington Partners,0,19,ORG,
"Anthemis Group is a global platform that cultivates change in the financial system by investing in, growing, and sustaining businesses.",Anthemis Group,0,14,ORG,
Peterson Ventures is an early stage venture capital firm that partners with entrepreneurs.,Peterson Ventures,0,17,ORG,
Apax Partners is an independent global partnership focused solely on long-term investment in growth companies.,Apax Partners,0,13,ORG,
"Frazier Healthcare Partners is a healthcare investment firm for pharmaceuticals, healthcare services, &amp; medical products.",Frazier Healthcare Partners,0,27,ORG,
"Frazier Healthcare Partners is a healthcare investment firm for pharmaceuticals, healthcare services, &amp; medical products.","healthcare services, &amp",81,106,ORG,
Blumberg Capital is an early-stage venture capital firm.,Blumberg Capital,0,16,ORG,
Development Bank of Wales provides flexible finance for businesses based in Wales.,Development Bank of Wales,0,25,ORG,
Development Bank of Wales provides flexible finance for businesses based in Wales.,Wales,76,81,GPE,
Ben Franklin Technology Partners of Southeastern Pennsylvania&nbsp;offers technology-based economic development programs.,Ben Franklin Technology Partners,0,32,PERSON,
Ben Franklin Technology Partners of Southeastern Pennsylvania&nbsp;offers technology-based economic development programs.,Southeastern Pennsylvania&nbsp;offers,36,73,ORG,
"Morgan Stanley is a financial services company that offers securities, asset management, and credit services.",Morgan Stanley,0,14,ORG,
"HBM Healthcare Investments finances companies related to human medicine, biotechnology, medical technology, and diagnostics sectors.",HBM Healthcare Investments,0,26,ORG,
Picus Capital is an early-stage technology investment firm with a long-term investment philosophy.,Picus Capital,0,13,ORG,
CDH Investments is an international alternative asset fund manager with more than $2.0 billion of committed capital under management.,CDH Investments,0,15,ORG,
CDH Investments is an international alternative asset fund manager with more than $2.0 billion of committed capital under management.,more than $2.0 billion,72,94,MONEY,
Oriental Fortune Capital is venture capital investment firms in China.,Oriental Fortune Capital,0,24,ORG,
Oriental Fortune Capital is venture capital investment firms in China.,China,64,69,GPE,
"Innovation Endeavors invests in visionary founders, transformational technology, and emergent ecosystems for a new world.",Innovation Endeavors,0,20,ORG,
"MuckerLab is a venture capital firm specializing in incubation, pre-seed, seed, startup, early-stage, and Series A investments.",MuckerLab,0,9,ORG,
Techstars Boston Accelerator is a top innovation hub that attracts top talent from all over the world.,Techstars Boston Accelerator,0,28,ORG,
Perceptive Advisors is a privately owned hedge fund sponsor that finances the public equity markets across the globe.,Perceptive Advisors,0,19,ORG,
"Greenspring Associates is a platform focused on fund, direct, and secondary investments within the venture capital asset class.",Greenspring Associates,0,22,ORG,
Rev1 Ventures is an investor startup studio that combines capital and strategic services to help startups scale and corporates innovate.,Rev1 Ventures,0,13,PERSON,
"Morado Ventures is focused on high-growth, seed-stage technology companies, with particular emphasis on “Data-fueled” businesses.",Morado Ventures,0,15,ORG,
"Mark Cuban is the founder of Fireside, Chairman and Founding partner of AXS TV, and the Owner of Dallas Mavericks. Prior to that, he was the...",Mark Cuban,0,10,PERSON,
"Mark Cuban is the founder of Fireside, Chairman and Founding partner of AXS TV, and the Owner of Dallas Mavericks. Prior to that, he was the...",Fireside,29,37,GPE,
"Mark Cuban is the founder of Fireside, Chairman and Founding partner of AXS TV, and the Owner of Dallas Mavericks. Prior to that, he was the...",AXS TV,72,78,ORG,
"Mark Cuban is the founder of Fireside, Chairman and Founding partner of AXS TV, and the Owner of Dallas Mavericks. Prior to that, he was the...",Dallas Mavericks,97,113,ORG,
Harrison Metal is an investment firm that invests in early-stage technology companies.,Harrison Metal,0,14,ORG,
Creandum is an early-stage venture capital firm backing the companies of tomorrow.,Creandum,0,8,PERSON,
Creandum is an early-stage venture capital firm backing the companies of tomorrow.,tomorrow,73,81,DATE,
"Cisco develops, manufactures, and sells networking hardware, telecommunications equipment, and other technology services and products.",Cisco,0,5,GPE,
"Fortune Capital, established in April, 2000, is one of the earliest market-oriented venture capital firms in China.",Fortune Capital,0,15,ORG,
"Fortune Capital, established in April, 2000, is one of the earliest market-oriented venture capital firms in China.","April, 2000",32,43,DATE,
"Fortune Capital, established in April, 2000, is one of the earliest market-oriented venture capital firms in China.",China,109,114,GPE,
"Although technologies and markets have changed dramatically during the last 25 years, the investment principles upon which Sevin Rosen",the last 25 years,67,84,DATE,
"Although technologies and markets have changed dramatically during the last 25 years, the investment principles upon which Sevin Rosen",Sevin Rosen,123,134,PERSON,
"Trident Capital is a venture capital and growth equity firm investing in software, services and internet.",Trident Capital,0,15,ORG,
DNX Ventures is an early stage VC firm focusing on B2B Startups that are shaping industries and transforming the way we live and work.,DNX Ventures,0,12,ORG,
DNX Ventures is an early stage VC firm focusing on B2B Startups that are shaping industries and transforming the way we live and work.,VC,31,33,PERSON,
DNX Ventures is an early stage VC firm focusing on B2B Startups that are shaping industries and transforming the way we live and work.,B2B Startups,51,63,ORG,
"Hercules Capital is a capital market company that lends to technology, life sciences, and sustainable technology companies.",Hercules Capital,0,16,ORG,
Kalaari is a venture company investing in technology-related companies in India.,Kalaari,0,7,ORG,
Kalaari is a venture company investing in technology-related companies in India.,India,74,79,GPE,
"IAF is Canada's most active early stage venture capital firm, investing in B2B software, Fintech and Digital Health companies.",IAF,0,3,ORG,
"IAF is Canada's most active early stage venture capital firm, investing in B2B software, Fintech and Digital Health companies.",Canada,7,13,GPE,
"IAF is Canada's most active early stage venture capital firm, investing in B2B software, Fintech and Digital Health companies.",Fintech,89,96,ORG,
"IAF is Canada's most active early stage venture capital firm, investing in B2B software, Fintech and Digital Health companies.",Digital Health,101,115,ORG,
Betaworks is a startup studio that builds and invests in next generation internet companies.,Betaworks,0,9,ORG,
"Serra Ventures is a venture capital firm investing in Seed, Seed Plus and Series A tech companies primarily in the U.S.",Serra Ventures,0,14,ORG,
"Serra Ventures is a venture capital firm investing in Seed, Seed Plus and Series A tech companies primarily in the U.S.",U.S.,115,119,GPE,
Wellington Management focuses on investment management by applying its full resources to meet the needs of institutional clients they serve.,Wellington Management,0,21,ORG,
"Bill &amp; Melinda Gates Foundation supports initiatives in education, world health and population, and community giving.",Bill &,0,6,ORG,
"Bill &amp; Melinda Gates Foundation supports initiatives in education, world health and population, and community giving.",Melinda Gates Foundation,11,35,ORG,
NextView Ventures invests in companies that use technology to drive a brighter collective future.,NextView Ventures,0,17,ORG,
Xiaomi is an electronics and software company that focuses on mobile devices and technology.,Xiaomi,0,6,ORG,
Atomico is an international investment firm that focuses on helping disruptive technology companies scale globally.,Atomico,0,7,ORG,
83North is a global venture capital firm with more than $1.8B million under management.,more than $1.8B million,46,69,MONEY,
Seed Capital is Denmark's largest seed stage venture capital fund investing in technology companies.,Denmark,16,23,GPE,
StartEngine is an equity crowdfunding platform that allows everyday people to invest and own shares in startups and early-stage companies.,StartEngine,0,11,ORG,
"Elevate Ventures nurtures and develops emerging and existing high-potential businesses into high-performing, Indiana-based companies.",Elevate Ventures,0,16,ORG,
"Elevate Ventures nurtures and develops emerging and existing high-potential businesses into high-performing, Indiana-based companies.",Indiana,109,116,GPE,
Advent International is a global private equity firm that invests in the business and financial services.,Advent International,0,20,ORG,
Ribbit Capital is a venture capital firm that invests in early-stage companies.,Ribbit Capital,0,14,ORG,
Blackbird Ventures is a venture company investing in global internet businesses formed by Australians.,Blackbird Ventures,0,18,ORG,
Blackbird Ventures is a venture company investing in global internet businesses formed by Australians.,Australians,90,101,NORP,
"Scottish Enterprise is Scotland's main economic, enterprise, innovation and investment agency.",Scottish Enterprise,0,19,ORG,
"Scottish Enterprise is Scotland's main economic, enterprise, innovation and investment agency.",Scotland,23,31,GPE,
"Pantera Capital is an investment firm focused exclusively on ventures, tokens, and projects related to blockchain tech, digital currency.",Pantera Capital,0,15,ORG,
"Founder: 
@CRED_club
; Nomad",Nomad,23,28,ORG,
Casdin Capital is a fundamental research investment firm focused on the life sciences and healthcare industry.,Casdin Capital,0,14,ORG,
Plum Ventures is a venture capital company that aims to encourage young people to become entrepreneurs.,Plum Ventures,0,13,PERSON,
"Abstract Ventures is a sector agnostic venture investor in pre-seed, seed, and series A startup companies.",Abstract Ventures,0,17,ORG,
Canada Pension Plan Investment Board invests in the contributors and beneficiaries to maximize investment returns.,Canada,0,6,GPE,
Canada Pension Plan Investment Board invests in the contributors and beneficiaries to maximize investment returns.,Plan Investment Board,15,36,ORG,
"CGC is an early stage VC in China which focuses on Enterprise, Technology and Marketplace opportunities with $1B under management.",CGC,0,3,ORG,
"CGC is an early stage VC in China which focuses on Enterprise, Technology and Marketplace opportunities with $1B under management.",VC,22,24,PERSON,
"CGC is an early stage VC in China which focuses on Enterprise, Technology and Marketplace opportunities with $1B under management.",China,28,33,GPE,
"CGC is an early stage VC in China which focuses on Enterprise, Technology and Marketplace opportunities with $1B under management.",Marketplace,78,89,ORG,
"CGC is an early stage VC in China which focuses on Enterprise, Technology and Marketplace opportunities with $1B under management.",1B,110,112,MONEY,
Wilco is a non-profit organization to support the creation of young innovative technological enterprises.,Wilco,0,5,GPE,
"InnoVen Capital, backed by Temasek and UOB Group, is Asia's leading venture lending firm with offices in Mumbai, Singapore and Beijing.",InnoVen Capital,0,15,ORG,
"InnoVen Capital, backed by Temasek and UOB Group, is Asia's leading venture lending firm with offices in Mumbai, Singapore and Beijing.",UOB Group,39,48,ORG,
"InnoVen Capital, backed by Temasek and UOB Group, is Asia's leading venture lending firm with offices in Mumbai, Singapore and Beijing.",Asia,53,57,LOC,
"InnoVen Capital, backed by Temasek and UOB Group, is Asia's leading venture lending firm with offices in Mumbai, Singapore and Beijing.",Mumbai,105,111,GPE,
"InnoVen Capital, backed by Temasek and UOB Group, is Asia's leading venture lending firm with offices in Mumbai, Singapore and Beijing.",Singapore,113,122,GPE,
"InnoVen Capital, backed by Temasek and UOB Group, is Asia's leading venture lending firm with offices in Mumbai, Singapore and Beijing.",Beijing,127,134,GPE,
Alven is a European independent venture investment firm with a successful track record of backing more than 160 startups over 2 decades.,Alven,0,5,PERSON,
Alven is a European independent venture investment firm with a successful track record of backing more than 160 startups over 2 decades.,European,11,19,NORP,
Alven is a European independent venture investment firm with a successful track record of backing more than 160 startups over 2 decades.,more than 160,98,111,CARDINAL,
Alven is a European independent venture investment firm with a successful track record of backing more than 160 startups over 2 decades.,2 decades,126,135,DATE,
Cowin Capital is a private placement equity investment company focusing on investing in a pioneering enterprise on a long-term basis.,Cowin Capital,0,13,ORG,
Pareto Holdings is an early-stage investment vehicle founded by Jon Oringer and Edward Lando.,Pareto Holdings,0,15,ORG,
Pareto Holdings is an early-stage investment vehicle founded by Jon Oringer and Edward Lando.,Jon Oringer,64,75,PERSON,
Pareto Holdings is an early-stage investment vehicle founded by Jon Oringer and Edward Lando.,Edward Lando,80,92,PERSON,
"Alexandria Venture Investments is a venture capital firm that develops the work in real estate technology, and healthcare sectors.",Alexandria Venture Investments,0,30,ORG,
Ventech is a European &amp; Chinese early-stage investment fund that invests in the digital economy.,Ventech,0,7,ORG,
Ventech is a European &amp; Chinese early-stage investment fund that invests in the digital economy.,European &,13,23,ORG,
Ventech is a European &amp; Chinese early-stage investment fund that invests in the digital economy.,Chinese,28,35,NORP,
OUP is a venture capital fund investing in start-ups that commercialize university research.,OUP,0,3,ORG,
TPG is a private investment firm that manages capital across a family of funds.,TPG,0,3,ORG,
Jump Capital is a venture capital firm specializing in Series A and B expansion stage investments in technology and software.,Jump Capital,0,12,ORG,
ANRI is a Japanese venture capital firm that mainly invests in seed and early-stage startups.,ANRI,0,4,ORG,
ANRI is a Japanese venture capital firm that mainly invests in seed and early-stage startups.,Japanese,10,18,NORP,
"Kickstart is an early-stage VC fund that provides smart capital, a connected community, and expert guidance to companies.",Kickstart,0,9,PERSON,
"Kickstart is an early-stage VC fund that provides smart capital, a connected community, and expert guidance to companies.",VC,28,30,PERSON,
IBB Ventures invests in technology-oriented companies and companies from the creative industries.,IBB Ventures,0,12,ORG,
Desjardins Venture Capital is the venture capital fund management arm of the Mouvement des caisses Desjardins.,Desjardins Venture Capital,0,26,ORG,
Globespan Capital Partners is a California-based venture capital firm that finances startups in the IT industry.,Globespan Capital Partners,0,26,ORG,
Globespan Capital Partners is a California-based venture capital firm that finances startups in the IT industry.,California,32,42,GPE,
Susa Ventures is an early-stage venture capital firm investing primarily in seed rounds.,Susa Ventures,0,13,ORG,
Chiratae Ventures is a leading tech venture capital fund focused on enabling entrepreneurs in India,Chiratae Ventures,0,17,ORG,
Chiratae Ventures is a leading tech venture capital fund focused on enabling entrepreneurs in India,India,94,99,GPE,
"European Investment Bank provides lending, borrowing, and treasury services.",European Investment Bank,0,24,ORG,
"European Investment Bank provides lending, borrowing, and treasury services.",treasury,58,66,ORG,
"Cultivation Capital is a venture capital firm managing funds focused on software, agriculture, geospatial, and health tech startups.",Cultivation Capital,0,19,ORG,
Bethnal Green Ventures (BGV) is Europe’s leading early stage tech for good VC.,BGV,24,27,ORG,
Bethnal Green Ventures (BGV) is Europe’s leading early stage tech for good VC.,Europe,32,38,LOC,
Bethnal Green Ventures (BGV) is Europe’s leading early stage tech for good VC.,VC,75,77,PERSON,
TheSyndicate.com is an angel investing club led by Jason Calacanis.,TheSyndicate.com,0,16,ORG,
TheSyndicate.com is an angel investing club led by Jason Calacanis.,Jason Calacanis,51,66,PERSON,
Japan Finance provides a diversified portfolio of financial services to the small and medium enterprise sector.,Japan Finance,0,13,ORG,
"We are a group of 140+ active angel investors. Each year, we invest $10M+ into 20+ startups and provide mentorship to help them succeed.",140,18,21,CARDINAL,
"We are a group of 140+ active angel investors. Each year, we invest $10M+ into 20+ startups and provide mentorship to help them succeed.",Each year,47,56,DATE,
"We are a group of 140+ active angel investors. Each year, we invest $10M+ into 20+ startups and provide mentorship to help them succeed.",10M+,69,73,MONEY,
"We are a group of 140+ active angel investors. Each year, we invest $10M+ into 20+ startups and provide mentorship to help them succeed.",20,79,81,CARDINAL,
Horizon 2020 is the biggest EU Research and Innovation program supporting University of Coimbra Olimpiada Economia,EU Research,28,39,ORG,
Horizon 2020 is the biggest EU Research and Innovation program supporting University of Coimbra Olimpiada Economia,University of Coimbra Olimpiada Economia,74,114,ORG,
"SBRI Healthcare is NHS England funded initiative, led by the AHSNs.",Healthcare,5,15,ORG,
"DHVC is a venture capital firm based in Palo Alto, California. We invest in Enterprise, Consumer, FinTech, and Healthcare sectors.",DHVC,0,4,ORG,
"DHVC is a venture capital firm based in Palo Alto, California. We invest in Enterprise, Consumer, FinTech, and Healthcare sectors.",Palo Alto,40,49,GPE,
"DHVC is a venture capital firm based in Palo Alto, California. We invest in Enterprise, Consumer, FinTech, and Healthcare sectors.",California,51,61,GPE,
"DHVC is a venture capital firm based in Palo Alto, California. We invest in Enterprise, Consumer, FinTech, and Healthcare sectors.",FinTech,98,105,ORG,
"DHVC is a venture capital firm based in Palo Alto, California. We invest in Enterprise, Consumer, FinTech, and Healthcare sectors.",Healthcare,111,121,ORG,
"Columbia Capital is a venture capital franchise in wireless, broadband, media, and enterprise information technology investing.",Columbia Capital,0,16,ORG,
Molten Ventures is a listed tech venture capital firm.,Molten Ventures,0,15,PERSON,
RiverPark Ventures is a privately owned investment management firm focused on entrepreneurs.,RiverPark Ventures,0,18,ORG,
India’s premier platform for new age early-stage venture investments,India,0,5,GPE,
BioAdvance is a Pennsylvania-based venture capital firm that provides funding to life sciences startups.,BioAdvance,0,10,ORG,
BioAdvance is a Pennsylvania-based venture capital firm that provides funding to life sciences startups.,Pennsylvania,16,28,GPE,
SeedInvest is an equity crowdfunding platform that connects investors with startups.,SeedInvest,0,10,ORG,
"Innovacorp, an early-stage venture capital firm, helps knowledge-based startups commercialize their technologies in the global marketplace.",Innovacorp,0,10,ORG,
Bay Partners is a venture capital firm that funds information technology and healthcare businesses.,Bay Partners,0,12,ORG,
"Aster is a Venture Capital firm, partnered with more than 60 teams of entrepreneurs that are transforming markets with disruptive offers.",Venture Capital,11,26,ORG,
"Aster is a Venture Capital firm, partnered with more than 60 teams of entrepreneurs that are transforming markets with disruptive offers.",more than 60,48,60,CARDINAL,
"Rockstart is an early stage investor that empowers purpose-driven founders across Energy, AgriFood and EmergingTech",Rockstart,0,9,ORG,
"Rockstart is an early stage investor that empowers purpose-driven founders across Energy, AgriFood and EmergingTech",AgriFood,90,98,ORG,
"Rockstart is an early stage investor that empowers purpose-driven founders across Energy, AgriFood and EmergingTech",EmergingTech,103,115,ORG,
"MaC Venture Capital is an early-stage venture capital firm focused on finding ideas, technology, and products that can become infectious.",MaC Venture Capital,0,19,ORG,
Lowercase Capital is a private equity and venture capital firm specializing in investments in seed/startups.,Lowercase Capital,0,17,ORG,
We are the leading European startup investment platform for private and institutional investors.,European,19,27,NORP,
"XAnge is a Franco-German team of venture capital investors that manages assets and invests in digital, deeptech, and impact startups.",Franco,11,17,NORP,
"Grotech Ventures is an early stage venture capital firm with a reputation for being a collaborative, long-term partner for entrepreneurs.",Grotech Ventures,0,16,PERSON,
"57%+ / yr. liquid returns &gt;&gt;&gt; https://danielcurran.substack.com/
Forbes #7 rank: bit.ly/2Oh7XhF **Only interested in start ups OVER $40k MR...",57%+,0,4,CARDINAL,
"57%+ / yr. liquid returns &gt;&gt;&gt; https://danielcurran.substack.com/
Forbes #7 rank: bit.ly/2Oh7XhF **Only interested in start ups OVER $40k MR...",Forbes #7,74,83,ORG,
"57%+ / yr. liquid returns &gt;&gt;&gt; https://danielcurran.substack.com/
Forbes #7 rank: bit.ly/2Oh7XhF **Only interested in start ups OVER $40k MR...",40k,142,145,DATE,
Icon Ventures is a specialty venture capital firm focused on leading Series B or C financings.,Icon Ventures,0,13,ORG,
Green Pine Capital Partners is a venture capital firm.,Green Pine Capital Partners,0,27,ORG,
Nippon Venture Capital is a venture capital firm that supports businesses and develops new venture enterprises.,Nippon Venture Capital,0,22,ORG,
Pelion Venture Partners helps entrepreneurs and invests in early-stage B2B software-based companies.,Pelion Venture Partners,0,23,ORG,
MMC Ventures is an investment firm that invests in technology companies at Seed and Series A.,MMC Ventures,0,12,ORG,
"Matrix Partners India is a venture capital firm that focuses on enterprise and consumer market at the seed, early, and early growth stages.",Matrix Partners India,0,21,ORG,
"Gobi Partners is the most interconnected Pan-Asian venture capital firm across North Asia, South Asia, and ASEAN.",Gobi Partners,0,13,ORG,
"Gobi Partners is the most interconnected Pan-Asian venture capital firm across North Asia, South Asia, and ASEAN.",Pan-Asian,41,50,NORP,
"Gobi Partners is the most interconnected Pan-Asian venture capital firm across North Asia, South Asia, and ASEAN.",North Asia,79,89,LOC,
"Gobi Partners is the most interconnected Pan-Asian venture capital firm across North Asia, South Asia, and ASEAN.",South Asia,91,101,LOC,
"Gobi Partners is the most interconnected Pan-Asian venture capital firm across North Asia, South Asia, and ASEAN.",ASEAN,107,112,ORG,
Arch Grants accelerates economic development and community revitalization in St. Louis through entrepreneurship and philanthropy.,St. Louis,77,86,GPE,
"BDMI is a New York-based venture capital firm focused on investments in digital media technologies, products, and distribution channels.",BDMI,0,4,ORG,
"BDMI is a New York-based venture capital firm focused on investments in digital media technologies, products, and distribution channels.",New York,10,18,GPE,
NC IDEA NC IDEA is an independent private foundation committed to supporting entrepreneurial ambition and economic empowerment.,NC,0,2,GPE,
Target Global is a venture capital firm that invests in tech companies across all stages of their lifecycle.,Target Global,0,13,PERSON,
"Silverton Partners is an early-stage venture capital firm that invests across software, tech-enabled services, and CPG brands.",Silverton Partners,0,18,ORG,
"Silverton Partners is an early-stage venture capital firm that invests across software, tech-enabled services, and CPG brands.",CPG,115,118,ORG,
"WI Harper Group is a venture capital firm that focuses on early and expansion investments in Mainland China, Taiwan and Silicon Valley.",WI Harper Group,0,15,ORG,
"WI Harper Group is a venture capital firm that focuses on early and expansion investments in Mainland China, Taiwan and Silicon Valley.",Mainland China,93,107,LOC,
"WI Harper Group is a venture capital firm that focuses on early and expansion investments in Mainland China, Taiwan and Silicon Valley.",Taiwan,109,115,GPE,
"WI Harper Group is a venture capital firm that focuses on early and expansion investments in Mainland China, Taiwan and Silicon Valley.",Silicon Valley,120,134,LOC,
Cyberport Hong Kong is an ICT hub providing facilities and broadband network services to ICT industry startups and entrepreneurs.,Cyberport Hong Kong,0,19,GPE,
Cyberport Hong Kong is an ICT hub providing facilities and broadband network services to ICT industry startups and entrepreneurs.,ICT,26,29,ORG,
