Text,Token,Freq,Lemma,PoS,Tag,Dep,Shape,Sentiment
Hotel,Hotel,1,hotel,NOUN,NN,ROOT,Xxxxx,0.0
Human Resources,Human,19,Human,PROPN,NNP,compound,Xxxxx,0.0
Human Resources,Resources,19,Resources,PROPN,NNPS,ROOT,Xxxxx,0.0
Identity Management,Identity,1,identity,NOUN,NN,compound,Xxxxx,0.0
Identity Management,Management,1,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Impact Investing,Impact,3,Impact,PROPN,NNP,compound,Xxxxx,0.0
Impact Investing,Investing,3,Investing,PROPN,NNP,ROOT,Xxxxx,0.0
Independent Music,Independent,1,Independent,PROPN,NNP,compound,Xxxxx,0.0
Independent Music,Music,1,Music,PROPN,NNP,ROOT,Xxxxx,0.0
Industrial,Industrial,26,Industrial,PROPN,NNP,ROOT,Xxxxx,0.0
Industrial Automation,Industrial,7,Industrial,PROPN,NNP,compound,Xxxxx,0.0
Industrial Automation,Automation,7,Automation,PROPN,NNP,ROOT,Xxxxx,0.0
Industrial Engineering,Industrial,3,Industrial,PROPN,NNP,compound,Xxxxx,0.0
Industrial Engineering,Engineering,3,Engineering,PROPN,NNP,ROOT,Xxxxx,0.0
Industrial Manufacturing,Industrial,11,Industrial,PROPN,NNP,compound,Xxxxx,0.0
Industrial Manufacturing,Manufacturing,11,Manufacturing,PROPN,NNP,ROOT,Xxxxx,0.0
Information and Communications Technology (ICT),Information,1,information,NOUN,NN,nmod,Xxxxx,0.0
Information and Communications Technology (ICT),and,1,and,CCONJ,CC,cc,xxx,0.0
Information and Communications Technology (ICT),Communications,1,Communications,PROPN,NNP,compound,Xxxxx,0.0
Information and Communications Technology (ICT),Technology,1,Technology,PROPN,NNP,conj,Xxxxx,0.0
Information and Communications Technology (ICT),(,1,(,PUNCT,-LRB-,punct,(,0.0
Information and Communications Technology (ICT),ICT,1,ICT,PROPN,NNP,ROOT,XXX,0.0
Information and Communications Technology (ICT),),1,),PUNCT,-RRB-,punct,),0.0
Information Services,Information,28,Information,PROPN,NNP,compound,Xxxxx,0.0
Information Services,Services,28,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Information Technology,Information,154,Information,PROPN,NNP,compound,Xxxxx,0.0
Information Technology,Technology,154,Technology,PROPN,NNP,ROOT,Xxxxx,0.0
Infrastructure,Infrastructure,4,infrastructure,NOUN,NN,ROOT,Xxxxx,0.0
Innovation Management,Innovation,2,Innovation,PROPN,NNP,compound,Xxxxx,0.0
Innovation Management,Management,2,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Insurance,Insurance,36,insurance,NOUN,NN,ROOT,Xxxxx,0.0
InsurTech,InsurTech,4,insurtech,NOUN,NN,ROOT,XxxxxXxxx,0.0
Intellectual Property,Intellectual,2,Intellectual,PROPN,NNP,compound,Xxxxx,0.0
Intellectual Property,Property,2,Property,PROPN,NNP,ROOT,Xxxxx,0.0
Intelligent Systems,Intelligent,1,Intelligent,PROPN,NNP,compound,Xxxxx,0.0
Intelligent Systems,Systems,1,Systems,PROPN,NNPS,ROOT,Xxxxx,0.0
Interior Design,Interior,1,Interior,PROPN,NNP,compound,Xxxxx,0.0
Interior Design,Design,1,Design,PROPN,NNP,ROOT,Xxxxx,0.0
Internet,Internet,33,internet,NOUN,NN,ROOT,Xxxxx,0.0
Internet of Things,Internet,6,internet,NOUN,NN,ROOT,Xxxxx,0.0
Internet of Things,of,6,of,ADP,IN,prep,xx,0.0
Internet of Things,Things,6,thing,NOUN,NNS,pobj,Xxxxx,0.0
iOS,iOS,4,ios,NUM,CD,ROOT,xXX,0.0
IT Infrastructure,IT,3,it,NOUN,NN,compound,XX,0.0
IT Infrastructure,Infrastructure,3,Infrastructure,PROPN,NNP,ROOT,Xxxxx,0.0
IT Management,IT,4,IT,PROPN,NNP,compound,XX,0.0
IT Management,Management,4,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Janitorial Service,Janitorial,1,Janitorial,PROPN,NNP,compound,Xxxxx,0.0
Janitorial Service,Service,1,Service,PROPN,NNP,ROOT,Xxxxx,0.0
Jewelry,Jewelry,2,jewelry,NOUN,NN,ROOT,Xxxxx,0.0
Landscaping,Landscaping,2,landscaping,NOUN,NN,ROOT,Xxxxx,0.0
Language Learning,Language,2,language,NOUN,NN,compound,Xxxxx,0.0
Language Learning,Learning,2,Learning,PROPN,NNP,ROOT,Xxxxx,0.0
Laundry and Dry-cleaning,Laundry,1,Laundry,PROPN,NNP,ROOT,Xxxxx,0.0
Laundry and Dry-cleaning,and,1,and,CCONJ,CC,cc,xxx,0.0
Laundry and Dry-cleaning,Dry,1,Dry,PROPN,NNP,compound,Xxx,0.0
Laundry and Dry-cleaning,-,1,-,PUNCT,HYPH,punct,-,0.0
Laundry and Dry-cleaning,cleaning,1,cleaning,NOUN,NN,conj,xxxx,0.0
Lead Generation,Lead,1,Lead,PROPN,NNP,compound,Xxxx,0.0
Lead Generation,Generation,1,Generation,PROPN,NNP,ROOT,Xxxxx,0.0
Leasing,Leasing,5,leasing,NOUN,NN,ROOT,Xxxxx,0.0
Legal,Legal,9,legal,ADJ,JJ,ROOT,Xxxxx,0.0
Legal Tech,Legal,1,Legal,PROPN,NNP,compound,Xxxxx,0.0
Legal Tech,Tech,1,Tech,PROPN,NNP,ROOT,Xxxx,0.0
Lending,Lending,3,lending,NOUN,NN,ROOT,Xxxxx,0.0
Life Insurance,Life,7,life,NOUN,NN,compound,Xxxx,0.0
Life Insurance,Insurance,7,insurance,NOUN,NN,ROOT,Xxxxx,0.0
Life Science,Life,2,Life,PROPN,NNP,compound,Xxxx,0.0
Life Science,Science,2,Science,PROPN,NNP,ROOT,Xxxxx,0.0
Lifestyle,Lifestyle,4,lifestyle,NOUN,NN,ROOT,Xxxxx,0.0
Lighting,Lighting,1,lighting,NOUN,NN,ROOT,Xxxxx,0.0
Local,Local,1,local,ADJ,JJ,ROOT,Xxxxx,0.0
Location Based Services,Location,3,Location,PROPN,NNP,compound,Xxxxx,0.0
Location Based Services,Based,3,Based,PROPN,NNP,compound,Xxxxx,0.0
Location Based Services,Services,3,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Logistics,Logistics,18,logistic,NOUN,NNS,ROOT,Xxxxx,0.0
Loyalty Programs,Loyalty,1,Loyalty,PROPN,NNP,compound,Xxxxx,0.0
Loyalty Programs,Programs,1,Programs,PROPN,NNPS,ROOT,Xxxxx,0.0
Machine Learning,Machine,14,Machine,PROPN,NNP,compound,Xxxxx,0.0
Machine Learning,Learning,14,Learning,PROPN,NNP,ROOT,Xxxxx,0.0
Machinery Manufacturing,Machinery,13,machinery,NOUN,NN,compound,Xxxxx,0.0
Machinery Manufacturing,Manufacturing,13,manufacturing,NOUN,NN,ROOT,Xxxxx,0.0
Management Consulting,Management,10,Management,PROPN,NNP,compound,Xxxxx,0.0
Management Consulting,Consulting,10,Consulting,PROPN,NNP,ROOT,Xxxxx,0.0
Management Information Systems,Management,2,Management,PROPN,NNP,compound,Xxxxx,0.0
Management Information Systems,Information,2,Information,PROPN,NNP,compound,Xxxxx,0.0
Management Information Systems,Systems,2,Systems,PROPN,NNPS,ROOT,Xxxxx,0.0
Manufacturing,Manufacturing,108,manufacturing,NOUN,NN,ROOT,Xxxxx,0.0
Mapping Services,Mapping,5,Mapping,PROPN,NNP,compound,Xxxxx,0.0
Mapping Services,Services,5,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Marine Technology,Marine,1,Marine,PROPN,NNP,compound,Xxxxx,0.0
Marine Technology,Technology,1,Technology,PROPN,NNP,ROOT,Xxxxx,0.0
Marine Transportation,Marine,2,Marine,PROPN,NNP,compound,Xxxxx,0.0
Marine Transportation,Transportation,2,Transportation,PROPN,NNP,ROOT,Xxxxx,0.0
Market Research,Market,12,Market,PROPN,NNP,compound,Xxxxx,0.0
Market Research,Research,12,Research,PROPN,NNP,ROOT,Xxxxx,0.0
Marketing,Marketing,20,marketing,NOUN,NN,ROOT,Xxxxx,0.0
Marketing Automation,Marketing,3,marketing,NOUN,NN,compound,Xxxxx,0.0
Marketing Automation,Automation,3,Automation,PROPN,NNP,ROOT,Xxxxx,0.0
Marketplace,Marketplace,5,marketplace,NOUN,NN,ROOT,Xxxxx,0.0
Mechanical Engineering,Mechanical,5,Mechanical,PROPN,NNP,compound,Xxxxx,0.0
Mechanical Engineering,Engineering,5,Engineering,PROPN,NNP,ROOT,Xxxxx,0.0
Media and Entertainment,Media,16,medium,NOUN,NNS,ROOT,Xxxxx,0.0
Media and Entertainment,and,16,and,CCONJ,CC,cc,xxx,0.0
Media and Entertainment,Entertainment,16,Entertainment,PROPN,NNP,conj,Xxxxx,0.0
Medical,Medical,44,medical,ADJ,JJ,ROOT,Xxxxx,0.0
Medical Device,Medical,22,medical,ADJ,JJ,amod,Xxxxx,0.0
Medical Device,Device,22,device,NOUN,NN,ROOT,Xxxxx,0.0
Men's,Men,1,man,NOUN,NNS,ROOT,Xxx,0.0
Men's,'s,1,'s,PART,POS,case,'x,0.0
Messaging,Messaging,3,message,VERB,VBG,ROOT,Xxxxx,0.0
mHealth,mHealth,1,mhealth,NOUN,NN,ROOT,xXxxxx,0.0
Military,Military,1,military,ADJ,JJ,ROOT,Xxxxx,0.0
Mineral,Mineral,3,mineral,NOUN,NN,ROOT,Xxxxx,0.0
Mining,Mining,6,mining,NOUN,NN,ROOT,Xxxxx,0.0
Mining Technology,Mining,1,Mining,PROPN,NNP,compound,Xxxxx,0.0
Mining Technology,Technology,1,Technology,PROPN,NNP,ROOT,Xxxxx,0.0
Mobile,Mobile,20,mobile,NOUN,NN,ROOT,Xxxxx,0.0
Mobile Advertising,Mobile,1,Mobile,PROPN,NNP,compound,Xxxxx,0.0
Mobile Advertising,Advertising,1,advertising,NOUN,NN,ROOT,Xxxxx,0.0
Mobile Apps,Mobile,7,mobile,ADJ,JJ,amod,Xxxxx,0.0
Mobile Apps,Apps,7,Apps,PROPN,NNP,ROOT,Xxxx,0.0
Mobile Payments,Mobile,4,Mobile,PROPN,NNP,compound,Xxxxx,0.0
Mobile Payments,Payments,4,payment,NOUN,NNS,ROOT,Xxxxx,0.0
Music,Music,3,music,NOUN,NN,ROOT,Xxxxx,0.0
Music Label,Music,1,Music,PROPN,NNP,compound,Xxxxx,0.0
Music Label,Label,1,Label,PROPN,NNP,ROOT,Xxxxx,0.0
Nanotechnology,Nanotechnology,3,nanotechnology,NOUN,NN,ROOT,Xxxxx,0.0
Natural Resources,Natural,2,Natural,PROPN,NNP,compound,Xxxxx,0.0
Natural Resources,Resources,2,Resources,PROPN,NNPS,ROOT,Xxxxx,0.0
Network Hardware,Network,2,Network,PROPN,NNP,compound,Xxxxx,0.0
Network Hardware,Hardware,2,Hardware,PROPN,NNP,ROOT,Xxxxx,0.0
Network Security,Network,8,Network,PROPN,NNP,compound,Xxxxx,0.0
Network Security,Security,8,Security,PROPN,NNP,ROOT,Xxxxx,0.0
Neuroscience,Neuroscience,2,neuroscience,NOUN,NN,ROOT,Xxxxx,0.0
News,News,10,news,NOUN,NN,ROOT,Xxxx,0.0
Non Profit,Non,4,Non,PROPN,NNP,compound,Xxx,0.0
Non Profit,Profit,4,Profit,PROPN,NNP,ROOT,Xxxxx,0.0
Nutraceutical,Nutraceutical,1,nutraceutical,ADJ,JJ,ROOT,Xxxxx,0.0
Nutrition,Nutrition,1,nutrition,NOUN,NN,ROOT,Xxxxx,0.0
Office Administration,Office,1,Office,PROPN,NNP,compound,Xxxxx,0.0
Office Administration,Administration,1,Administration,PROPN,NNP,ROOT,Xxxxx,0.0
Oil and Gas,Oil,13,oil,NOUN,NN,ROOT,Xxx,0.0
Oil and Gas,and,13,and,CCONJ,CC,cc,xxx,0.0
Oil and Gas,Gas,13,Gas,PROPN,NNP,conj,Xxx,0.0
Online Games,Online,4,Online,PROPN,NNP,compound,Xxxxx,0.0
Online Games,Games,4,Games,PROPN,NNPS,ROOT,Xxxxx,0.0
Online Portals,Online,2,Online,PROPN,NNP,compound,Xxxxx,0.0
Online Portals,Portals,2,portal,NOUN,NNS,ROOT,Xxxxx,0.0
Open Source,Open,2,open,ADJ,JJ,compound,Xxxx,0.0
Open Source,Source,2,Source,PROPN,NNP,ROOT,Xxxxx,0.0
Organic Food,Organic,3,Organic,PROPN,NNP,compound,Xxxxx,0.0
Organic Food,Food,3,Food,PROPN,NNP,ROOT,Xxxx,0.0
Outdoors,Outdoors,1,outdoors,ADV,RB,ROOT,Xxxxx,0.0
Outpatient Care,Outpatient,1,Outpatient,PROPN,NNP,compound,Xxxxx,0.0
Outpatient Care,Care,1,Care,PROPN,NNP,ROOT,Xxxx,0.0
Outsourcing,Outsourcing,4,outsourcing,VERB,VB,ROOT,Xxxxx,0.0
PaaS,PaaS,2,paas,NOUN,NN,ROOT,XxxX,0.0
Packaging Services,Packaging,10,Packaging,PROPN,NNP,compound,Xxxxx,0.0
Packaging Services,Services,10,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Paper Manufacturing,Paper,1,paper,NOUN,NN,compound,Xxxxx,0.0
Paper Manufacturing,Manufacturing,1,manufacturing,NOUN,NN,ROOT,Xxxxx,0.0
Payments,Payments,21,payment,NOUN,NNS,ROOT,Xxxxx,0.0
PC Games,PC,2,PC,PROPN,NNP,compound,XX,0.0
PC Games,Games,2,Games,PROPN,NNPS,ROOT,Xxxxx,0.0
Peer to Peer,Peer,1,peer,VERB,VB,ROOT,Xxxx,0.0
Peer to Peer,to,1,to,ADP,IN,prep,xx,0.0
Peer to Peer,Peer,1,peer,VERB,VB,pobj,Xxxx,0.0
Penetration Testing,Penetration,4,penetration,NOUN,NN,compound,Xxxxx,0.0
Penetration Testing,Testing,4,testing,NOUN,NN,ROOT,Xxxxx,0.0
Personal Finance,Personal,4,Personal,PROPN,NNP,amod,Xxxxx,0.0
Personal Finance,Finance,4,Finance,PROPN,NNP,ROOT,Xxxxx,0.0
Personal Health,Personal,5,Personal,PROPN,NNP,compound,Xxxxx,0.0
Personal Health,Health,5,Health,PROPN,NNP,ROOT,Xxxxx,0.0
Pet,Pet,2,pet,NOUN,NN,ROOT,Xxx,0.0
Pharmaceutical,Pharmaceutical,24,pharmaceutical,ADJ,JJ,ROOT,Xxxxx,0.0
Physical Security,Physical,2,Physical,PROPN,NNP,compound,Xxxxx,0.0
Physical Security,Security,2,Security,PROPN,NNP,ROOT,Xxxxx,0.0
Plastics and Rubber Manufacturing,Plastics,3,plastic,NOUN,NNS,ROOT,Xxxxx,0.0
Plastics and Rubber Manufacturing,and,3,and,CCONJ,CC,cc,xxx,0.0
Plastics and Rubber Manufacturing,Rubber,3,Rubber,PROPN,NNP,compound,Xxxxx,0.0
Plastics and Rubber Manufacturing,Manufacturing,3,manufacturing,NOUN,NN,conj,Xxxxx,0.0
Podcast,Podcast,2,podcast,VERB,VB,ROOT,Xxxxx,0.0
Point of Sale,Point,3,Point,PROPN,NNP,ROOT,Xxxxx,0.0
Point of Sale,of,3,of,ADP,IN,prep,xx,0.0
Point of Sale,Sale,3,Sale,PROPN,NNP,pobj,Xxxx,0.0
Politics,Politics,1,politic,NOUN,NNS,ROOT,Xxxxx,0.0
Pollution Control,Pollution,1,Pollution,PROPN,NNP,compound,Xxxxx,0.0
Pollution Control,Control,1,Control,PROPN,NNP,ROOT,Xxxxx,0.0
Power Grid,Power,5,Power,PROPN,NNP,compound,Xxxxx,0.0
Power Grid,Grid,5,Grid,PROPN,NNP,ROOT,Xxxx,0.0
Precious Metals,Precious,4,precious,ADJ,JJ,amod,Xxxxx,0.0
Precious Metals,Metals,4,metal,NOUN,NNS,ROOT,Xxxxx,0.0
Predictive Analytics,Predictive,5,Predictive,PROPN,NNP,compound,Xxxxx,0.0
Predictive Analytics,Analytics,5,Analytics,PROPN,NNPS,ROOT,Xxxxx,0.0
Presentations,Presentations,1,presentation,NOUN,NNS,ROOT,Xxxxx,0.0
Price Comparison,Price,1,price,NOUN,NN,compound,Xxxxx,0.0
Price Comparison,Comparison,1,comparison,NOUN,NN,ROOT,Xxxxx,0.0
Printing,Printing,7,printing,NOUN,NN,ROOT,Xxxxx,0.0
Privacy,Privacy,1,privacy,NOUN,NN,ROOT,Xxxxx,0.0
Procurement,Procurement,2,procurement,NOUN,NN,ROOT,Xxxxx,0.0
Product Design,Product,9,product,NOUN,NN,compound,Xxxxx,0.0
Product Design,Design,9,Design,PROPN,NNP,ROOT,Xxxxx,0.0
Product Management,Product,1,product,NOUN,NN,compound,Xxxxx,0.0
Product Management,Management,1,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Productivity Tools,Productivity,2,Productivity,PROPN,NNP,compound,Xxxxx,0.0
Productivity Tools,Tools,2,Tools,PROPN,NNPS,ROOT,Xxxxx,0.0
Professional Networking,Professional,1,Professional,PROPN,NNP,compound,Xxxxx,0.0
Professional Networking,Networking,1,Networking,PROPN,NNP,ROOT,Xxxxx,0.0
Professional Services,Professional,26,Professional,PROPN,NNP,compound,Xxxxx,0.0
Professional Services,Services,26,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Project Management,Project,5,Project,PROPN,NNP,compound,Xxxxx,0.0
Project Management,Management,5,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Property Insurance,Property,2,property,NOUN,NN,compound,Xxxxx,0.0
Property Insurance,Insurance,2,Insurance,PROPN,NNP,ROOT,Xxxxx,0.0
Property Management,Property,5,Property,PROPN,NNP,compound,Xxxxx,0.0
Property Management,Management,5,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Public Relations,Public,3,Public,PROPN,NNP,compound,Xxxxx,0.0
Public Relations,Relations,3,Relations,PROPN,NNPS,ROOT,Xxxxx,0.0
Public Safety,Public,3,Public,PROPN,NNP,compound,Xxxxx,0.0
Public Safety,Safety,3,Safety,PROPN,NNP,ROOT,Xxxxx,0.0
Public Transportation,Public,1,Public,PROPN,NNP,compound,Xxxxx,0.0
Public Transportation,Transportation,1,Transportation,PROPN,NNP,ROOT,Xxxxx,0.0
Publishing,Publishing,9,publishing,NOUN,NN,ROOT,Xxxxx,0.0
Quality Assurance,Quality,3,Quality,PROPN,NNP,compound,Xxxxx,0.0
Quality Assurance,Assurance,3,Assurance,PROPN,NNP,ROOT,Xxxxx,0.0
Railroad,Railroad,3,railroad,NOUN,NN,ROOT,Xxxxx,0.0
Real Estate,Real,18,real,ADJ,JJ,amod,Xxxx,0.0
Real Estate,Estate,18,estate,NOUN,NN,ROOT,Xxxxx,0.0
Real Estate Investment,Real,2,real,ADJ,JJ,compound,Xxxx,0.0
Real Estate Investment,Estate,2,Estate,PROPN,NNP,compound,Xxxxx,0.0
Real Estate Investment,Investment,2,Investment,PROPN,NNP,ROOT,Xxxxx,0.0
Real Time,Real,2,real,ADJ,JJ,amod,Xxxx,0.0
Real Time,Time,2,time,NOUN,NN,ROOT,Xxxx,0.0
Recreational Vehicles,Recreational,1,recreational,ADJ,JJ,compound,Xxxxx,0.0
Recreational Vehicles,Vehicles,1,Vehicles,PROPN,NNPS,ROOT,Xxxxx,0.0
Recruiting,Recruiting,12,recruiting,NOUN,NN,ROOT,Xxxxx,0.0
Recycling,Recycling,4,recycling,NOUN,NN,ROOT,Xxxxx,0.0
Rehabilitation,Rehabilitation,2,rehabilitation,NOUN,NN,ROOT,Xxxxx,0.0
Renewable Energy,Renewable,16,renewable,ADJ,JJ,ROOT,Xxxxx,0.0
Renewable Energy,Energy,16,Energy,PROPN,NNP,dobj,Xxxxx,0.0
Rental,Rental,4,rental,NOUN,NN,ROOT,Xxxxx,0.0
Rental Property,Rental,1,Rental,PROPN,NNP,compound,Xxxxx,0.0
Rental Property,Property,1,property,NOUN,NN,ROOT,Xxxxx,0.0
Residential,Residential,2,residential,ADJ,JJ,ROOT,Xxxxx,0.0
Restaurants,Restaurants,4,restaurant,NOUN,NNS,ROOT,Xxxxx,0.0
Retail,Retail,17,retail,NOUN,NN,ROOT,Xxxxx,0.0
Retail Technology,Retail,5,Retail,PROPN,NNP,compound,Xxxxx,0.0
Retail Technology,Technology,5,Technology,PROPN,NNP,ROOT,Xxxxx,0.0
Retirement,Retirement,5,retirement,NOUN,NN,ROOT,Xxxxx,0.0
Risk Management,Risk,11,Risk,PROPN,NNP,compound,Xxxx,0.0
Risk Management,Management,11,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Robotics,Robotics,9,robotic,NOUN,NNS,ROOT,Xxxxx,0.0
SaaS,SaaS,35,saas,NOUN,NN,ROOT,XxxX,0.0
Sales,Sales,8,sale,NOUN,NNS,ROOT,Xxxxx,0.0
Sales Automation,Sales,2,sale,NOUN,NNS,compound,Xxxxx,0.0
Sales Automation,Automation,2,Automation,PROPN,NNP,ROOT,Xxxxx,0.0
Satellite Communication,Satellite,1,Satellite,PROPN,NNP,compound,Xxxxx,0.0
Satellite Communication,Communication,1,Communication,PROPN,NNP,ROOT,Xxxxx,0.0
Scheduling,Scheduling,2,scheduling,NOUN,NN,ROOT,Xxxxx,0.0
Seafood,Seafood,1,seafood,NOUN,NN,ROOT,Xxxxx,0.0
Secondary Education,Secondary,1,Secondary,PROPN,NNP,compound,Xxxxx,0.0
Secondary Education,Education,1,Education,PROPN,NNP,ROOT,Xxxxx,0.0
Security,Security,21,security,NOUN,NN,ROOT,Xxxxx,0.0
SEM,SEM,1,SEM,PROPN,NNP,ROOT,XXX,0.0
Semiconductor,Semiconductor,7,semiconductor,NOUN,NN,ROOT,Xxxxx,0.0
Sensor,Sensor,2,sensor,VERB,VB,ROOT,Xxxxx,0.0
SEO,SEO,2,seo,NOUN,NN,ROOT,XXX,0.0
Service Industry,Service,24,Service,PROPN,NNP,compound,Xxxxx,0.0
Service Industry,Industry,24,Industry,PROPN,NNP,ROOT,Xxxxx,0.0
Shipping,Shipping,2,shipping,NOUN,NN,ROOT,Xxxxx,0.0
Shopping,Shopping,3,shopping,NOUN,NN,ROOT,Xxxxx,0.0
Skill Assessment,Skill,1,Skill,PROPN,NNP,compound,Xxxxx,0.0
Skill Assessment,Assessment,1,assessment,NOUN,NN,ROOT,Xxxxx,0.0
Small and Medium Businesses,Small,3,small,ADJ,JJ,amod,Xxxxx,0.0
Small and Medium Businesses,and,3,and,CCONJ,CC,cc,xxx,0.0
Small and Medium Businesses,Medium,3,Medium,PROPN,NNP,conj,Xxxxx,0.0
Small and Medium Businesses,Businesses,3,Businesses,PROPN,NNPS,ROOT,Xxxxx,0.0
Snack Food,Snack,2,Snack,PROPN,NNP,compound,Xxxxx,0.0
Snack Food,Food,2,Food,PROPN,NNP,ROOT,Xxxx,0.0
Social,Social,1,social,ADJ,JJ,ROOT,Xxxxx,0.0
Social Media,Social,4,social,ADJ,JJ,amod,Xxxxx,0.0
Social Media,Media,4,medium,NOUN,NNS,ROOT,Xxxxx,0.0
Social Media Advertising,Social,1,Social,PROPN,NNP,compound,Xxxxx,0.0
Social Media Advertising,Media,1,Media,PROPN,NNP,compound,Xxxxx,0.0
Social Media Advertising,Advertising,1,advertising,NOUN,NN,ROOT,Xxxxx,0.0
Social Media Marketing,Social,2,Social,PROPN,NNP,compound,Xxxxx,0.0
Social Media Marketing,Media,2,Media,PROPN,NNP,compound,Xxxxx,0.0
Social Media Marketing,Marketing,2,marketing,NOUN,NN,ROOT,Xxxxx,0.0
Social Network,Social,3,Social,PROPN,NNP,compound,Xxxxx,0.0
Social Network,Network,3,Network,PROPN,NNP,ROOT,Xxxxx,0.0
Software,Software,178,software,NOUN,NN,ROOT,Xxxxx,0.0
Software Engineering,Software,4,Software,PROPN,NNP,compound,Xxxxx,0.0
Software Engineering,Engineering,4,Engineering,PROPN,NNP,ROOT,Xxxxx,0.0
Solar,Solar,6,solar,NOUN,NN,ROOT,Xxxxx,0.0
Speech Recognition,Speech,1,Speech,PROPN,NNP,compound,Xxxxx,0.0
Speech Recognition,Recognition,1,Recognition,PROPN,NNP,ROOT,Xxxxx,0.0
Sporting Goods,Sporting,1,Sporting,PROPN,NNP,compound,Xxxxx,0.0
Sporting Goods,Goods,1,good,NOUN,NNS,ROOT,Xxxxx,0.0
Sports,Sports,11,sport,NOUN,NNS,ROOT,Xxxxx,0.0
Staffing Agency,Staffing,7,staff,VERB,VBG,compound,Xxxxx,0.0
Staffing Agency,Agency,7,Agency,PROPN,NNP,ROOT,Xxxxx,0.0
STEM Education,STEM,1,STEM,PROPN,NNP,compound,XXXX,0.0
STEM Education,Education,1,Education,PROPN,NNP,ROOT,Xxxxx,0.0
Stock Exchanges,Stock,1,Stock,PROPN,NNP,compound,Xxxxx,0.0
Stock Exchanges,Exchanges,1,exchange,NOUN,NNS,ROOT,Xxxxx,0.0
Supply Chain Management,Supply,17,Supply,PROPN,NNP,compound,Xxxxx,0.0
Supply Chain Management,Chain,17,Chain,PROPN,NNP,compound,Xxxxx,0.0
Supply Chain Management,Management,17,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Sustainability,Sustainability,2,sustainability,NOUN,NN,ROOT,Xxxxx,0.0
Task Management,Task,1,Task,PROPN,NNP,compound,Xxxx,0.0
Task Management,Management,1,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Technical Support,Technical,7,Technical,PROPN,NNP,compound,Xxxxx,0.0
Technical Support,Support,7,Support,PROPN,NNP,ROOT,Xxxxx,0.0
Telecommunications,Telecommunications,29,telecommunication,NOUN,NNS,ROOT,Xxxxx,0.0
Test and Measurement,Test,4,test,NOUN,NN,ROOT,Xxxx,0.0
Test and Measurement,and,4,and,CCONJ,CC,cc,xxx,0.0
Test and Measurement,Measurement,4,measurement,NOUN,NN,conj,Xxxxx,0.0
Textiles,Textiles,2,textile,NOUN,NNS,ROOT,Xxxxx,0.0
Therapeutics,Therapeutics,4,therapeutic,NOUN,NNS,ROOT,Xxxxx,0.0
Ticketing,Ticketing,3,ticket,VERB,VBG,ROOT,Xxxxx,0.0
Timber,Timber,1,timber,NOUN,NN,ROOT,Xxxxx,0.0
Tour Operator,Tour,1,Tour,PROPN,NNP,compound,Xxxx,0.0
Tour Operator,Operator,1,Operator,PROPN,NNP,ROOT,Xxxxx,0.0
Tourism,Tourism,2,tourism,NOUN,NN,ROOT,Xxxxx,0.0
Toys,Toys,1,toy,NOUN,NNS,ROOT,Xxxx,0.0
Trading Platform,Trading,1,trading,NOUN,NN,compound,Xxxxx,0.0
Trading Platform,Platform,1,platform,NOUN,NN,ROOT,Xxxxx,0.0
Training,Training,17,training,NOUN,NN,ROOT,Xxxxx,0.0
Transaction Processing,Transaction,4,transaction,NOUN,NN,compound,Xxxxx,0.0
Transaction Processing,Processing,4,processing,NOUN,NN,ROOT,Xxxxx,0.0
Transportation,Transportation,21,transportation,NOUN,NN,ROOT,Xxxxx,0.0
Travel,Travel,6,travel,NOUN,NN,ROOT,Xxxxx,0.0
Travel Agency,Travel,2,travel,NOUN,NN,compound,Xxxxx,0.0
Travel Agency,Agency,2,Agency,PROPN,NNP,ROOT,Xxxxx,0.0
TV,TV,3,tv,NOUN,NN,ROOT,XX,0.0
TV Production,TV,2,tv,NOUN,NN,compound,XX,0.0
TV Production,Production,2,production,NOUN,NN,ROOT,Xxxxx,0.0
Unified Communications,Unified,2,Unified,PROPN,NNP,compound,Xxxxx,0.0
Unified Communications,Communications,2,Communications,PROPN,NNPS,ROOT,Xxxxx,0.0
Usability Testing,Usability,2,usability,NOUN,NN,compound,Xxxxx,0.0
Usability Testing,Testing,2,Testing,PROPN,NNP,ROOT,Xxxxx,0.0
Venture Capital,Venture,4,Venture,PROPN,NNP,compound,Xxxxx,0.0
Venture Capital,Capital,4,Capital,PROPN,NNP,ROOT,Xxxxx,0.0
Veterinary,Veterinary,3,veterinary,ADV,RB,ROOT,Xxxxx,0.0
Video,Video,5,video,NOUN,NN,ROOT,Xxxxx,0.0
