Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"OTP Bank Plc. provides commercial banking services. The Bank has operations in Hungary, Bulgaria, Slovakia, Romania, Croatia, Serbia,",Serbia,126,132,GPE,
King Insurance is a full-service insurance brokerage firm that provides a variety of property &amp; employee benefits solutions.,King Insurance,0,14,ORG,
Qenta is a financial technology platform that provides cashless payment processing to the Austrian and Central European markets.,Qenta,0,5,PERSON,
Qenta is a financial technology platform that provides cashless payment processing to the Austrian and Central European markets.,Austrian,90,98,NORP,
Qenta is a financial technology platform that provides cashless payment processing to the Austrian and Central European markets.,Central European,103,119,NORP,
"Founded in 1954, Santos has been active in the energy business for more than 60 years.",1954,11,15,DATE,
"Founded in 1954, Santos has been active in the energy business for more than 60 years.",Santos,17,23,ORG,
"Founded in 1954, Santos has been active in the energy business for more than 60 years.",more than 60 years,67,85,DATE,
Super-Pharm is a multinational pharmacy and drugstore chain.,Super-Pharm,0,11,ORG,
Esko is a graphic arts company producing prepress software and hardware for the packaging and labels.,Esko,0,4,ORG,
Babble Cloud provides unified communications services in the United Kingdom.,the United Kingdom,57,75,GPE,
Babble Cloud provides unified communications services in the United Kingdom.,the United Kingdom,57,75,GPE,
The Gardner School is an academically focused early childhood education center for ages 6 weeks to 5 years.,The Gardner School,0,18,ORG,
The Gardner School is an academically focused early childhood education center for ages 6 weeks to 5 years.,ages 6 weeks,83,95,DATE,
The Gardner School is an academically focused early childhood education center for ages 6 weeks to 5 years.,5 years,99,106,DATE,
Probo Medical is a medical devices company offering ultrasound probes and ultrasound systems.,Probo Medical,0,13,ORG,
MAI Capital Management is a fee-based wealth management firm providing planning and investment advisory services.,MAI Capital Management,0,22,ORG,
"Centerbridge Partners, L.P. is a private investment firm with offices in New York and London.",Centerbridge Partners,0,21,ORG,
"Centerbridge Partners, L.P. is a private investment firm with offices in New York and London.",L.P.,23,27,ORG,
"Centerbridge Partners, L.P. is a private investment firm with offices in New York and London.",New York,73,81,GPE,
"Centerbridge Partners, L.P. is a private investment firm with offices in New York and London.",London,86,92,GPE,
"The leading InsurTech platform for connecting insurers, policyholders and skilled service providers in a property claim.",InsurTech,12,21,ORG,
Convergence Networks is an IT Managed services provider.,Convergence,0,11,GPE,
Lepaya upskills the workforces of the world's leading organizations,Lepaya,0,6,PERSON,
"BlackRock is an investment company that offers its services to institutions, intermediaries, foundations, and individual investors.",BlackRock,0,9,ORG,
"Vegas Winners provides sports betting enthusiasts with quality content, analysis, research, data, and guidance for popular betting sports.",Vegas Winners,0,13,ORG,
MedLife is a privately-owned medical services provider.,MedLife,0,7,ORG,
Ardurra is an established firm that provides engineering services and planning and design to construction management.,Ardurra,0,7,ORG,
Cooke is a group of companies that focus on the business of integrated aquaculture.,Cooke,0,5,ORG,
MTY Food Group is a franchises and operates quick-service restaurants.,MTY Food Group,0,14,ORG,
"Baker Tilly is a advisory CPA firm, providing clients with a genuine coast-to-coast and global advantage in major regions.",Baker Tilly,0,11,PERSON,
"Optimad Media is unique, data-driven insights enable us to create highly personalized moments primed for conversion.",Optimad Media,0,13,PERSON,
Baker Hughes is an energy technology company that provides solutions for energy and industrial customers worldwide.,Baker Hughes,0,12,PERSON,
Reyes Beer Division is dedicated to being the best beer distributor in the industry.,Reyes Beer Division,0,19,ORG,
Nykaa is an online marketplace for different beauty and wellness products.,Nykaa,0,5,ORG,
Mercer Advisors is a full-service wealth management firm.,Mercer Advisors,0,15,ORG,
"Catral Garden &amp; Home Depot is a reed screen manufacturer and garden, cultivation, and decoration specialist.",Catral Garden &,0,15,ORG,
"Catral Garden &amp; Home Depot is a reed screen manufacturer and garden, cultivation, and decoration specialist.",Home Depot,20,30,ORG,
WSP is one of the world’s leading professional services firm.,WSP,0,3,ORG,
QualiTest Group is an independent managed services provider of quality assurance and testing solutions.,QualiTest Group,0,15,ORG,
"11:11 Systems is creating a new model delivering the power of ""Everything Connected"" in connectivity, cloud, and security solutions.",11:11 Systems,0,13,ORG,
"11:11 Systems is creating a new model delivering the power of ""Everything Connected"" in connectivity, cloud, and security solutions.",Everything Connected,63,83,WORK_OF_ART,
Sartorius Stedim Biotech is a well-known leading supplier for the biopharma industry.,Sartorius Stedim Biotech,0,24,PERSON,
"Azenta Life Sciences is a provider of life sciences solutions worldwide, enabling impactful breakthroughs and therapies.",Azenta Life Sciences,0,20,ORG,
Abac Capital is an investment fund run in Barcelona that focuses on investing private equity capital in mid-size Spanish businesses.,Abac Capital,0,12,ORG,
Abac Capital is an investment fund run in Barcelona that focuses on investing private equity capital in mid-size Spanish businesses.,Barcelona,42,51,GPE,
Abac Capital is an investment fund run in Barcelona that focuses on investing private equity capital in mid-size Spanish businesses.,Spanish,113,120,NORP,
Kambi’s service has the power to quickly transform the financial performance of your business.,Kambi,0,5,GPE,
Iglobsyn is a Global Web &amp; Mobile app development company which has it’s headquarter in UK and development offices in India.,Global Web &,14,26,ORG,
Iglobsyn is a Global Web &amp; Mobile app development company which has it’s headquarter in UK and development offices in India.,Mobile,31,37,GPE,
Iglobsyn is a Global Web &amp; Mobile app development company which has it’s headquarter in UK and development offices in India.,UK,92,94,GPE,
Iglobsyn is a Global Web &amp; Mobile app development company which has it’s headquarter in UK and development offices in India.,India,122,127,GPE,
Blattner Technologies is a Predictive TransformationTM service and tool provider in the Data Analytics.,Blattner Technologies,0,21,ORG,
"HFA offers a customer portal making it easy to purchase and provision DIDs, enable termination trunks and activate ancillary services.",HFA,0,3,ORG,
"Ross Video designs, manufactures and supports a wide range of innovative products for use in video production applications.",Ross Video,0,10,PERSON,
"PopReach is a mobile game publisher founded by industry executives with a unique, proven formula for success.",PopReach,0,8,ORG,
"Meridian Adhesives Group manufactures adhesives and sealants that serves the electronics, infrastructure, and product assembly markets.",Meridian Adhesives Group,0,24,ORG,
The Access Group is a software consultancy and developer company that provides fully integrated business management software.,The Access Group,0,16,ORG,
"Talento Human Capital Management offers coaching, mergers, acquisitions, strategy, transformation, retention, and recruiting services.",Talento Human Capital Management,0,32,ORG,
High Tech - Process &amp; Task Mining with Robotic Automation that Accelerates the Digital Transformation with Data Extraction and Analysis.,Task Mining with,26,42,ORG,
High Tech - Process &amp; Task Mining with Robotic Automation that Accelerates the Digital Transformation with Data Extraction and Analysis.,Data Extraction and Analysis,111,139,ORG,
SolidProfessor is an e-learning company that provides online engineering courses.,SolidProfessor,0,14,ORG,
"Nexla is a data operations platform that helps teams collaborate. Create scalable, repeatable, and predictable data flows quickly and easily",Nexla,0,5,PERSON,
"Nordson Corporation manufactures equipment used for precision dispensing, testing and inspection, and surface preparation and curing.",Nordson Corporation,0,19,ORG,
"Seacoast Bank has succeeded through a clear vision, planned strategic growth, and talented, professional employees.",Seacoast Bank,0,13,ORG,
Insituform is a worldwide provider of cured-in place pipe and other technologies and services for the rehabilitation of pipeline systems.,Insituform,0,10,ORG,
"Nocera is engaged in aquaculture equipment, consulting and management business.",Nocera,0,6,ORG,
Briq is a financial automation platform that is changing the way construction companies run their business.,Briq,0,4,PERSON,
Mullen Automotive is a car manufacturer and distributor.,Mullen Automotive,0,17,PERSON,
The Banijay Group is a content creation company for television and multimedia platforms.,The Banijay Group,0,17,ORG,
Peckwater Brands is a provider of delivery franchises to kitchen operators.,Peckwater Brands,0,16,ORG,
Beringer Capital is a private equity firm that partners with the founders of growing companies to maximize the value of their business.,Beringer Capital,0,16,ORG,
CloudFactory helps tech teams train and sustain AI with humans-in-the-loop.,CloudFactory,0,12,ORG,
"Cox Enterprises is a communications, media, and automotive services company.",Cox Enterprises,0,15,ORG,
"Apex Group provides global financial services. It delivers an extensive range of services to asset managers, capital markets.",Apex Group,0,10,ORG,
Labcorp specializes in providing physicians with laboratory tests.,Labcorp,0,7,ORG,
Monumental Sports &amp; Entertainment is one of the largest integrated sports and entertainment companies,Monumental Sports &amp,0,22,ORG,
Monumental Sports &amp; Entertainment is one of the largest integrated sports and entertainment companies,Entertainment,24,37,ORG,
Monumental Sports &amp; Entertainment is one of the largest integrated sports and entertainment companies,one,41,44,CARDINAL,
Constellation Digital Partners is a Digital Financial Services Platform.,Constellation Digital Partners,0,30,ORG,
Constellation Digital Partners is a Digital Financial Services Platform.,Digital Financial Services Platform,36,71,ORG,
"Avista is a cohesive team of experienced private equity professionals, with a long history of working together at DLJ Merchant Banking",Avista,0,6,ORG,
"Avista is a cohesive team of experienced private equity professionals, with a long history of working together at DLJ Merchant Banking",DLJ Merchant Banking,114,134,ORG,
Tech Soft 3D is a computer software company that offers developer tools.,Tech Soft,0,9,ORG,
Construction Testing Solutions provides a range of testing services relating to construction sites and also for operators of quarries.,Construction Testing Solutions,0,30,ORG,
Perficient provides IT consulting services and helps companies adapt their systems to third party software products that use internet.,third,86,91,ORDINAL,
"Conner Strong &amp; Buckelew is an insurance brokerage, employee benefits and risk management consulting firm.",Conner Strong &amp,0,18,ORG,
"Conner Strong &amp; Buckelew is an insurance brokerage, employee benefits and risk management consulting firm.",Buckelew,20,28,ORG,
Antelope helps to build a one-stop shop full of best-in-class products and services for pet owners.,one,26,29,CARDINAL,
"Max Ventures and Industries Ltd through its subsidiaries, manufactures and sells biaxial oriented polypropylene films.",Max Ventures,0,12,PERSON,
"Max Ventures and Industries Ltd through its subsidiaries, manufactures and sells biaxial oriented polypropylene films.",Industries Ltd,17,31,ORG,
"Nissan is a multinational automobile manufacturer that sells its cars under the Nissan, Infiniti, and Datsun brands.",Nissan,0,6,ORG,
"Nissan is a multinational automobile manufacturer that sells its cars under the Nissan, Infiniti, and Datsun brands.",Nissan,80,86,ORG,
"Nissan is a multinational automobile manufacturer that sells its cars under the Nissan, Infiniti, and Datsun brands.",Infiniti,88,96,ORG,
"Nissan is a multinational automobile manufacturer that sells its cars under the Nissan, Infiniti, and Datsun brands.",Datsun brands,102,115,ORG,
Groupe Atwill-Morin inc offers commercial masonry services and helps deliver construction projects and restoration of heritage buildings.,Groupe Atwill-Morin inc,0,23,PERSON,
"Wowza Media Systems offers a customizable, scalable server software solution that powers the streaming of video and audio to any device.",Wowza Media Systems,0,19,ORG,
One Beyond (previously DCSL GuideSmiths) creates bespoke software solutions for a wide range of business applications.,One,0,3,CARDINAL,
One Beyond (previously DCSL GuideSmiths) creates bespoke software solutions for a wide range of business applications.,DCSL GuideSmiths,23,39,PERSON,
"SNDL is a cannabis company that cultivates safe, consistent cannabis for today’s active lifestyles.",today,73,78,DATE,
"Kinderhook Industries, LLC is a private investment firm that manages over $3.0 billion of committed capital.",Kinderhook Industries,0,21,ORG,
"Kinderhook Industries, LLC is a private investment firm that manages over $3.0 billion of committed capital.",$3.0 billion,74,86,MONEY,
YADRO is technology company with in-house R&amp;D focused on designing and developing efficient server and storage products.,YADRO,0,5,ORG,
"Catalyst Power is an integrated provider of commercial energy, Connected Microgrid solutions, and Community Solar.",Catalyst Power,0,14,ORG,
"Catalyst Power is an integrated provider of commercial energy, Connected Microgrid solutions, and Community Solar.",Connected Microgrid,63,82,ORG,
"Catalyst Power is an integrated provider of commercial energy, Connected Microgrid solutions, and Community Solar.",Community Solar,98,113,ORG,
Scholarus Learning is a portfolio of companies serving the K-12 and Higher Education markets.,Scholarus Learning,0,18,PERSON,
Scholarus Learning is a portfolio of companies serving the K-12 and Higher Education markets.,the K-12 and Higher Education,55,84,ORG,
Alira Health is an international advisory firm.,Alira Health,0,12,ORG,
Cerberus Sentinel is a provider of cybersecurity consulting and managed services.,Cerberus Sentinel,0,17,PERSON,
Finn Partners is a global group of strategists who deliver striking integrated communications programs for today's leading brands.,Finn Partners,0,13,ORG,
Finn Partners is a global group of strategists who deliver striking integrated communications programs for today's leading brands.,today,107,112,DATE,
"TriNet provides HR solutions to small to mid-sized businesses including payroll, health benefits, and human capital management.",TriNet,0,6,ORG,
Endexx Corporation is The Collaboration Corporation.,Endexx Corporation,0,18,ORG,
Endexx Corporation is The Collaboration Corporation.,The Collaboration Corporation,22,51,ORG,
Havas Media Group consists of two global media networks: Havas Media and Arena Media.,Havas Media Group,0,17,ORG,
Havas Media Group consists of two global media networks: Havas Media and Arena Media.,two,30,33,CARDINAL,
Havas Media Group consists of two global media networks: Havas Media and Arena Media.,Havas Media,57,68,FAC,
Dassault Systemes provides project lifecycle management solutions that enable businesses to create and share experiences in 3D.,Dassault Systemes,0,17,ORG,
YFM Equity Partners is an independent private equity business owned by its senior management and investment team.,YFM Equity Partners,0,19,ORG,
Novus Holdings is a market leader in the printing and manufacturing sector.,Novus Holdings,0,14,ORG,
Old Mutual Insure is an insurance company.,Old Mutual Insure,0,17,ORG,
Storebrand Asset Management operates as a private asset manager.,Storebrand Asset Management,0,27,ORG,
American Clinical Research Services Holdings is a clinical trial site management organization.,American Clinical Research Services Holdings,0,44,ORG,
Radiant Financial Planning offers financial planning tax planning employee benefits and business consulting.,Radiant Financial Planning,0,26,ORG,
Semtech Corporation is a leading supplier of high-quality analog and mixed-signal semiconductor products.,Semtech Corporation,0,19,ORG,
"3 STEP Sports owns and manages youth sports clubs, operates youth sporting events and camps, and sells related apparel.",3,0,1,CARDINAL,
"3 STEP Sports owns and manages youth sports clubs, operates youth sporting events and camps, and sells related apparel.",STEP Sports,2,13,ORG,
"Lindab develops, manufactures, markets and distributes products and system solutions of construction steel.",Lindab,0,6,GPE,
Intrepid Travel is a full-service travel agency that organizes holidays and travels.,Intrepid Travel,0,15,ORG,
"5ire is a blockchain network that brings sustainability, technology, and Innovation to build the 5th industrial revolution (5IR).",5th,97,100,ORDINAL,
kabi evolution of human capital through the use of artificial intelligence in the digital transformation of the human resources sector.,kabi evolution of human capital,0,31,PERSON,
"HTEC Group is a consulting, product development and digital platform engineering company.",HTEC Group,0,10,ORG,
World Insurance Associates is an insurance agency.,World Insurance Associates,0,26,ORG,
Axians is an information technology and services company.,Axians,0,6,NORP,
"Onshape is a product development platform that unites CAD, data management, collaboration tools, and real-time analytics.",Onshape,0,7,PRODUCT,
"Onshape is a product development platform that unites CAD, data management, collaboration tools, and real-time analytics.",CAD,54,57,ORG,
Eurobio-Scientific expertise in discovery to commercialization of specialty diagnostic solutions &amp; products for research in life-science.,Eurobio-Scientific,0,18,ORG,
Eurobio-Scientific expertise in discovery to commercialization of specialty diagnostic solutions &amp; products for research in life-science.,solutions &amp,87,101,ORG,
Bentley Systems is the infrastructure engineering software company. We provide innovative software to advance the world's infrastructure.,Bentley Systems,0,15,ORG,
HUMBL provides merchant services software which is being developed to accommodate the migration by governments to digital forms.,HUMBL,0,5,ORG,
myLoc managed IT AG operates computer centers in Dusseldorf and develops innovative hosting solutions for private and business customers.,AG,17,19,ORG,
myLoc managed IT AG operates computer centers in Dusseldorf and develops innovative hosting solutions for private and business customers.,Dusseldorf,49,59,ORG,
"AdSwerve is based in Denver, CO and consists of a diverse team of former DoubleClick employees and technology marketers.",AdSwerve,0,8,ORG,
"AdSwerve is based in Denver, CO and consists of a diverse team of former DoubleClick employees and technology marketers.",Denver,21,27,GPE,
"AdSwerve is based in Denver, CO and consists of a diverse team of former DoubleClick employees and technology marketers.",DoubleClick,73,84,PRODUCT,
Barings is a global financial services firm dedicated to meeting the evolving investment and capital needs.,Barings,0,7,ORG,
"Fleetcor Technologies provides specialized payment products and services to commercial fleets, oil companies, and petroleum marketers.",Fleetcor Technologies,0,21,ORG,
"ArcherHall provides Digital Forensics, E-Discovery, and Litigation Support to law firms.",ArcherHall,0,10,ORG,
"ArcherHall provides Digital Forensics, E-Discovery, and Litigation Support to law firms.",Digital Forensics,20,37,ORG,
"ArcherHall provides Digital Forensics, E-Discovery, and Litigation Support to law firms.",Litigation Support,56,74,ORG,
TMA Systems is a computer software company that offers maintenance management software.,TMA Systems,0,11,ORG,
"Advanced Emissions Solutions, Inc. is a leader in clean coal technology and the associated specialty chemicals.","Advanced Emissions Solutions, Inc.",0,34,ORG,
"Advanced Emissions Solutions, Inc. is a leader in clean coal technology and the associated specialty chemicals.",clean coal technology,50,71,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",20,4,6,CARDINAL,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP,7,10,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Business Development,26,50,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Consulting,62,76,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Network Support,81,100,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",20,4,6,CARDINAL,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP,7,10,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Business Development,26,50,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Consulting,62,76,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Network Support,81,100,ORG,
"AAA Distributor is a provider of Kitchen cabinets, bathroom fixtures, decorative hardware, flooring materials and remodeling products.",AAA Distributor,0,15,PERSON,
Nikon offers opto-electronics and precision technologies.,Nikon,0,5,ORG,
"Oji Imaging Media is a thermal paper, film thermal paper, and inkjet paper manufacturing firm.",Oji Imaging Media,0,17,ORG,
HelpSystems is a global cybersecurity leader protecting customers' critical data and infrastructure,HelpSystems,0,11,ORG,
"Sun Life Financial provides wealth management, financial security, and stability to its worldwide customer base.",Sun Life Financial,0,18,ORG,
Barr GeoSpatial is a provider of geospatial solutions to help companies better protect and monitor the assets and critical infrastructure.,Barr GeoSpatial,0,15,PERSON,
Ryerson is a distributor and processor of metals in North America.,Ryerson,0,7,PERSON,
Ryerson is a distributor and processor of metals in North America.,North America,52,65,LOC,
"Marsh &amp; McLennan Agency (MMA) offers commercial property, casualty, personal lines, and employee benefits to midsize businesses.",Marsh &,0,7,ORG,
"Marsh &amp; McLennan Agency (MMA) offers commercial property, casualty, personal lines, and employee benefits to midsize businesses.",McLennan Agency,12,27,ORG,
"Accenture is a professional services company, providing services and solutions in strategy, consulting, digital, technology and operations.",digital,104,111,ORG,
"Ryder is a supply chain, dedicated transportation, and commercial fleet management solutions company.",Ryder,0,5,ORG,
Kofax Document Capture develops and markets intelligent capture and exchange related solutions and services.,Kofax Document Capture,0,22,ORG,
Horizon Capital private equity firm invests in high-growth technology and business services companies.,Horizon Capital,0,15,ORG,
DNSFilter provides security via DNS that protects over 4M end users from online security threats using artificial intelligence.,DNS,32,35,ORG,
"PayrHealth provides analytical, contracting, negotiation, credentialing, and revenue cycle solutions to healthcare organizations.",PayrHealth,0,10,ORG,
"Apex Group provides global financial services. It delivers an extensive range of services to asset managers, capital markets.",Apex Group,0,10,ORG,
Kick ICT Group operates as a fast-growing IT company.,Kick ICT Group,0,14,ORG,
WonderFi is a technology company that is providing individuals with better access to financial services through DeFi.,DeFi,112,116,GPE,
"Electronic Technologies Group engages in the design, manufacture and sale of electrically and electro-optical engineered products.",Electronic Technologies Group,0,29,ORG,
"ProPharma Group is the independent, single-source provider of regulatory, compliance, pharmacovigilance, and medical information services.",ProPharma Group,0,15,ORG,
"Technical Safety Services is a biotechnology firm serving biopharma, medical device, academic research and food production sectors.",Technical Safety Services,0,25,ORG,
Isotopen Technologien München is a privately held biotechnology and radiopharmaceutical group of companies.,Isotopen Technologien München,0,29,PERSON,
Saber Interactive is a developers of interactive games in Russia and Eastern Europe.,Saber Interactive,0,17,ORG,
Saber Interactive is a developers of interactive games in Russia and Eastern Europe.,Russia,58,64,GPE,
Saber Interactive is a developers of interactive games in Russia and Eastern Europe.,Eastern Europe,69,83,LOC,
"Freemode offers a global ecosystem of strategic, operational, and financial support.",Freemode,0,8,PERSON,
Aurora Solar Technologies develops and markets Production Measurement and Control systems.,Aurora Solar Technologies,0,25,ORG,
Aurora Solar Technologies develops and markets Production Measurement and Control systems.,Production Measurement,47,69,WORK_OF_ART,
Aurora Solar Technologies develops and markets Production Measurement and Control systems.,Control,74,81,NORP,
DanCenter is one of the largest providers of holiday homes in Denmark,DanCenter,0,9,ORG,
DanCenter is one of the largest providers of holiday homes in Denmark,Denmark,62,69,GPE,
"Walgreens Boots Alliance is the first global pharmacy-led, health and wellbeing enterprise in the world.",Walgreens Boots Alliance,0,24,ORG,
Infinigate is most important Value Added Distributor (VAD) with a sole focus on IT Security.,VAD,54,57,ORG,
Discovery Education offers standards-aligned digital curriculum resources and engaging content for K-12 classrooms.,Discovery Education,0,19,ORG,
Discovery Education offers standards-aligned digital curriculum resources and engaging content for K-12 classrooms.,K-12,99,103,PRODUCT,
"CONVERGIX is an automation, robotics, information systems, material handling, and control systems specialist.",CONVERGIX,0,9,ORG,
Levinsgruppen is a regional provider of electrical installations including infrastructure/e-mobility and energy efficiency solutions.,Levinsgruppen,0,13,PERSON,
ByteDance is an internet technology company that operates creative content platforms.,ByteDance,0,9,ORG,
"Time is an American weekly news magazine published in New York City that features economic, technology, entertainment, and other news.",Time,0,4,ORG,
"Time is an American weekly news magazine published in New York City that features economic, technology, entertainment, and other news.",American,11,19,NORP,
"Time is an American weekly news magazine published in New York City that features economic, technology, entertainment, and other news.",weekly,20,26,DATE,
"Time is an American weekly news magazine published in New York City that features economic, technology, entertainment, and other news.",New York City,54,67,GPE,
"Axiom Strategies is a full-service political consulting, public affairs, and public relations firm.",Axiom Strategies,0,16,ORG,
Pallet Logistics of America is a logistics company offering recycling and pallet sale services.,Pallet Logistics of America,0,27,ORG,
Corus Dental is a dental design laboratories which provides prosthetic and orthodontic solutions.,Corus Dental,0,12,PERSON,
"Merit Financial Advisors specializes in divorce services, loss of a spouse, wealth management, financial wellness and financial planning.",Merit Financial Advisors,0,24,ORG,
"Merit Financial Advisors specializes in divorce services, loss of a spouse, wealth management, financial wellness and financial planning.",Merit Financial Advisors,0,24,ORG,
Francisco Partners is a global investment firm that specializes in partnering with technology and technology-enabled businesses.,Francisco Partners,0,18,PERSON,
Harmoni Towers provides substantial mission-critical infrastructure experience and access to the capital markets.,Harmoni Towers,0,14,ORG,
Society Brands is a tech consumer products company that acquires e-commerce native brands.,Society Brands,0,14,ORG,
Trophy Games is a studio that develops a wide range of mobile and online games.,Trophy Games,0,12,ORG,
Accel-KKR is a technology-focused private equity firm specialized in growth and middle market investments.,Accel-KKR,0,9,ORG,
"PLATO offers risk management, systems engineering, PLM, document management, and software services.",PLATO,0,5,ORG,
"PLATO offers risk management, systems engineering, PLM, document management, and software services.",PLM,51,54,ORG,
3Cloud is a born-in-the-cloud Microsoft Gold-certified Azure technology services firm that provides cloud strategy.,Microsoft Gold-certified,30,54,ORG,
Mubadala Ventures is the venture capital arm of Mubadala that focuses on advanced technology.,Mubadala Ventures,0,17,PERSON,
Mubadala Ventures is the venture capital arm of Mubadala that focuses on advanced technology.,Mubadala,48,56,PERSON,
Nordisk Bergteknik is a specialists within rock handling and foundation solutions.,Nordisk Bergteknik,0,18,PERSON,
Ed's Supply is a wholesale supplier of residential and commercial HVAC equipment and commercial refrigeration.,Ed,0,2,PERSON,
"An Atlanta, Georgia-based provider of information technology staffing.",Atlanta,3,10,GPE,
"An Atlanta, Georgia-based provider of information technology staffing.",Georgia,12,19,GPE,
MetLife Investment Management (MIM) provide clients with strong risk adjusted returns and tailored solutions across public fixed income.,MetLife Investment Management,0,29,ORG,
MetLife Investment Management (MIM) provide clients with strong risk adjusted returns and tailored solutions across public fixed income.,MIM,31,34,ORG,
Sage Group provides small and medium sized company business management software and services.,Sage Group,0,10,ORG,
Smartenergy is a renewable energy investment firm located in Switzerland.,Smartenergy,0,11,ORG,
Smartenergy is a renewable energy investment firm located in Switzerland.,Switzerland,61,72,GPE,
Cerberus Sentinel is a provider of cybersecurity consulting and managed services.,Cerberus Sentinel,0,17,PERSON,
Ossur provides non-invasive mobility solutions.,Ossur,0,5,GPE,
"Crypto.com is a payment and cryptocurrency platform that empowers users to buy, sell, and pay with crypto.",Crypto.com,0,10,ORG,
"Seacliff Electric specializes in commercial, design build, service, and maintenance of all electrical systems.",Seacliff Electric,0,17,ORG,
MVB Bank provides financial services to individuals and corporate clients in the Mid-Atlantic region.,MVB Bank,0,8,ORG,
MVB Bank provides financial services to individuals and corporate clients in the Mid-Atlantic region.,Mid-Atlantic,81,93,ORG,
"Millcraft is a paper &amp; forest products company providing papers, envelopes, packaging, and graphic design products.",Millcraft,0,9,ORG,
Voxtur is a transformational real estate technology company that is redefining industry standards in a dynamic lending environment.,Voxtur,0,6,PERSON,
Fortissimo Capital is a growth equity fund that supports companies focusing on technology industries.,Fortissimo Capital,0,18,PERSON,
Known Host is a provider of high quality managed VPS hosting and managed dedicated server hosting with SLA backed uptime.,Known Host,0,10,PERSON,
Known Host is a provider of high quality managed VPS hosting and managed dedicated server hosting with SLA backed uptime.,VPS,49,52,ORG,
Known Host is a provider of high quality managed VPS hosting and managed dedicated server hosting with SLA backed uptime.,SLA,103,106,ORG,
Pipeline Technique is a world-leading provider of solutions to the oil and gas industry for the most demanding challenges.,Pipeline Technique,0,18,PERSON,
"A proven suite of products, proprietary industry-leading technology, and 24 hour turnaround time.",24 hour,73,80,TIME,
InterWell Health is a national physician-centric partnership between Fresenius Medical Care North America.,InterWell Health,0,16,ORG,
InterWell Health is a national physician-centric partnership between Fresenius Medical Care North America.,Fresenius Medical Care North America,69,105,ORG,
Everstone Capital is an India and South East Asia focused investor with dedicated private equity and real estate funds.,Everstone Capital,0,17,ORG,
Everstone Capital is an India and South East Asia focused investor with dedicated private equity and real estate funds.,India,24,29,GPE,
Everstone Capital is an India and South East Asia focused investor with dedicated private equity and real estate funds.,South East Asia,34,49,LOC,
"INEOS is a global manufacturer of petrochemicals, speciality chemicals, and oil products.",INEOS,0,5,ORG,
The recruitment is a recruiting proffessional company formed by 6 independent agencies of different regions joined forces.,6,64,65,CARDINAL,
"Infineon Technologies offers semiconductor solutions, microcontrollers, LED drivers, sensors and Automotive &amp; Power Management ICs.",Infineon Technologies,0,21,ORG,
"Infineon Technologies offers semiconductor solutions, microcontrollers, LED drivers, sensors and Automotive &amp; Power Management ICs.",Automotive &,97,109,ORG,
"Infineon Technologies offers semiconductor solutions, microcontrollers, LED drivers, sensors and Automotive &amp; Power Management ICs.",Power Management,114,130,ORG,
"ABC Fitness Solutions offers software, fitness club industry, and payment processing services.",ABC Fitness Solutions,0,21,ORG,
"Western Union provides consumers and businesses with fast, reliable and convenient ways to send and receive money around the world.",Western Union,0,13,ORG,
"Busy Bees Childcare provides childcare services in England, Scotland, and Wales.",England,51,58,GPE,
"Busy Bees Childcare provides childcare services in England, Scotland, and Wales.",Scotland,60,68,GPE,
"Busy Bees Childcare provides childcare services in England, Scotland, and Wales.",Wales,74,79,GPE,
"Hudson RPO provides recruiting, staffing, outsourcing, project management, employment, branding and assessment services.",Hudson RPO,0,10,PERSON,
FlavorSum is an innovative developer and supplier of flavor solutions for a wide range of food and beverage applications.,FlavorSum,0,9,ORG,
Cloudflight.io is the new generation of digital service providers.,Cloudflight.io,0,14,ORG,
Lineage Logistics is a warehousing and logistics company that provides temperature-controlled logistics and supply chain solutions.,Lineage Logistics,0,17,ORG,
Alchemy is a developer platform that helps companies to build reliable decentralized applications.,Alchemy,0,7,ORG,
"Cohen Media Group is a theatrical film production, developing a dynamic, positive force within the film.",Cohen Media Group,0,17,ORG,
"3 STEP Sports owns and manages youth sports clubs, operates youth sporting events and camps, and sells related apparel.",3,0,1,CARDINAL,
"3 STEP Sports owns and manages youth sports clubs, operates youth sporting events and camps, and sells related apparel.",STEP Sports,2,13,ORG,
GoEngineer is a customer driven company with experience delivering the right technology for product design.,GoEngineer,0,10,ORG,
